Time,P_accel.x,P_accel.y,P_accel.z,P_gyro.x,P_gyro.y,P_gyro.z,RT_accel.x,RT_accel.y,RT_accel.z,RT_gyro.x,RT_gyro.y,RT_gyro.z,RS_accel.x,RS_accel.y,RS_accel.z,RS_gyro.x,RS_gyro.y,RS_gyro.z,LT_accel.x,LT_accel.y,LT_accel.z,LT_gyro.x,LT_gyro.y,LT_gyro.z,LF_accel.x,LF_accel.y,LF_accel.z,LF_gyro.x,LF_gyro.y,LF_gyro.z,LS_accel.x,LS_accel.y,LS_accel.z,LS_gyro.x,LS_gyro.y,LS_gyro.z,RF_accel.x,RF_accel.y,RF_accel.z,RF_gyro.x,RF_gyro.y,RF_gyro.z
0,8.47891,1.14681,3.49479,-0.292015,0.111125,-0.0901945,-1.7675,9.19201,-2.91838,0.000641662,-0.287447,-0.381885,-0.322036,9.76999,-1.505,0.0879206,0.157281,-0.479966,1.70141,-10.4644,1.63299,0.163285,0.77779,-0.391813,9.91817,2.14899,7.00133,-0.0860887,1.18358,-1.73694,-4.42485,-11.555,-0.337074,-0.260216,1.04745,-2.20525,5.19614,-3.394,7.4438,0.137065,0.0554856,-0.0667752
0.001,8.48394,1.15316,3.4838,-0.287918,0.110238,-0.0897128,-1.73983,9.16176,-2.9265,0.00066721,-0.285362,-0.385733,-0.342134,9.77472,-1.49506,0.0873527,0.158078,-0.480764,1.70689,-10.4143,1.61999,0.164432,0.780369,-0.393658,10.0776,2.05912,7.02688,-0.0782265,1.18608,-1.71925,-4.45798,-11.5316,-0.29241,-0.258472,1.03082,-2.18985,5.19155,-3.41167,7.44164,0.138414,0.0563339,-0.0668274
0.002,8.48897,1.1595,3.47281,-0.283821,0.109351,-0.089231,-1.71215,9.13151,-2.93461,0.000692758,-0.283276,-0.389581,-0.362232,9.77944,-1.48513,0.0867848,0.158875,-0.481561,1.71237,-10.3642,1.607,0.165578,0.782947,-0.395502,10.2369,1.96924,7.05242,-0.0703643,1.18859,-1.70156,-4.49111,-11.5081,-0.247746,-0.256729,1.01419,-2.17446,5.18695,-3.42934,7.43947,0.139763,0.0571822,-0.0668797
0.003,8.494,1.16585,3.46181,-0.279723,0.108464,-0.0887493,-1.68448,9.10126,-2.94272,0.000718305,-0.28119,-0.39343,-0.38233,9.78417,-1.47519,0.0862169,0.159672,-0.482358,1.71784,-10.3141,1.59401,0.166725,0.785525,-0.397347,10.3963,1.87937,7.07796,-0.0625021,1.1911,-1.68387,-4.52424,-11.4846,-0.203082,-0.254985,0.997554,-2.15906,5.18236,-3.44701,7.43731,0.141112,0.0580305,-0.0669319
0.004,8.49903,1.17219,3.45082,-0.275626,0.107577,-0.0882676,-1.65681,9.07101,-2.95084,0.000743853,-0.279105,-0.397278,-0.402428,9.7889,-1.46525,0.085649,0.160469,-0.483156,1.72332,-10.264,1.58102,0.167871,0.788103,-0.399191,10.5557,1.78949,7.1035,-0.0546399,1.1936,-1.66617,-4.55737,-11.4612,-0.158417,-0.253242,0.980922,-2.14367,5.17776,-3.46468,7.43514,0.142461,0.0588788,-0.0669842
0.005,8.50861,1.17629,3.45035,-0.271456,0.106734,-0.0868459,-1.62999,9.05132,-2.9721,0.00175174,-0.27689,-0.399569,-0.418656,9.78576,-1.46294,0.0852288,0.160393,-0.484002,1.72344,-10.2155,1.54579,0.166749,0.79014,-0.400116,10.68,1.68377,7.11913,-0.0478898,1.19844,-1.64893,-4.59334,-11.4477,-0.111423,-0.252326,0.962647,-2.12711,5.18056,-3.47017,7.43131,0.143636,0.0592202,-0.0671479
0.006,8.52183,1.17861,3.45831,-0.267226,0.105925,-0.0846724,-1.60384,9.04007,-3.00388,0.0035455,-0.274571,-0.400615,-0.431786,9.77635,-1.46674,0.0849269,0.159618,-0.484889,1.71928,-10.1683,1.49279,0.163813,0.791744,-0.400305,10.7761,1.56537,7.12683,-0.0420294,1.20515,-1.63205,-4.63159,-11.4423,-0.0625654,-0.252072,0.943058,-2.10963,5.18927,-3.46593,7.42616,0.144673,0.059156,-0.0674008
0.007,8.53505,1.18092,3.46626,-0.262997,0.105116,-0.0824989,-1.5777,9.02882,-3.03566,0.00533926,-0.272253,-0.40166,-0.444917,9.76693,-1.47054,0.084625,0.158843,-0.485775,1.71512,-10.1212,1.43978,0.160876,0.793347,-0.400493,10.8722,1.44697,7.13454,-0.0361691,1.21186,-1.61517,-4.66984,-11.4369,-0.0137075,-0.251819,0.923469,-2.09214,5.19799,-3.46169,7.421,0.14571,0.0590919,-0.0676537
0.008,8.54827,1.18323,3.47421,-0.258768,0.104307,-0.0803254,-1.55156,9.01757,-3.06745,0.00713301,-0.269935,-0.402706,-0.458048,9.75751,-1.47434,0.0843231,0.158068,-0.486661,1.71095,-10.074,1.38678,0.15794,0.794951,-0.400682,10.9683,1.32858,7.14224,-0.0303088,1.21857,-1.59829,-4.70809,-11.4314,0.0351504,-0.251565,0.903879,-2.07466,5.2067,-3.45744,7.41584,0.146746,0.0590278,-0.0679066
0.009,8.55864,1.18592,3.48306,-0.254471,0.103521,-0.0782,-1.52592,9.00761,-3.09375,0.0091325,-0.267632,-0.404024,-0.471715,9.74819,-1.4786,0.0839705,0.15749,-0.487701,1.70606,-10.0282,1.33524,0.154468,0.796105,-0.400931,11.0612,1.21725,7.14452,-0.0247445,1.22538,-1.58109,-4.75019,-11.4197,0.0812069,-0.251291,0.884298,-2.05719,5.21381,-3.45379,7.41358,0.147599,0.0588857,-0.0682245
