Time,P_accel.x,P_accel.y,P_accel.z,P_gyro.x,P_gyro.y,P_gyro.z,RT_accel.x,RT_accel.y,RT_accel.z,RT_gyro.x,RT_gyro.y,RT_gyro.z,RS_accel.x,RS_accel.y,RS_accel.z,RS_gyro.x,RS_gyro.y,RS_gyro.z,LT_accel.x,LT_accel.y,LT_accel.z,LT_gyro.x,LT_gyro.y,LT_gyro.z,LF_accel.x,LF_accel.y,LF_accel.z,LF_gyro.x,LF_gyro.y,LF_gyro.z,LS_accel.x,LS_accel.y,LS_accel.z,LS_gyro.x,LS_gyro.y,LS_gyro.z,RF_accel.x,RF_accel.y,RF_accel.z,RF_gyro.x,RF_gyro.y,RF_gyro.z
0,9.09112,-0.656546,3.05983,0.0646161,0.00774904,0.0218698,-3.48749,8.76278,-2.69773,0.705793,0.797097,-1.18252,-0.529297,10.2193,-0.372835,0.461572,0.729887,-0.571265,0.637439,-9.89676,0.0947363,0.1089,-0.282417,0.0181163,6.55714,2.33901,7.56159,0.497301,-3.35152,0.718676,-2.04634,-10.8118,-1.40212,0.153072,-0.520218,1.59887,6.98524,-4.62797,6.88195,-0.241049,-0.235155,0.238235
0.001,9.08797,-0.644628,3.08892,0.0652735,0.0119797,0.0335976,-3.26414,8.73433,-2.95348,0.711718,0.808633,-1.19197,-0.544155,10.2384,-0.386527,0.440465,0.699316,-0.580029,0.662538,-9.90848,0.142019,0.111252,-0.282577,0.00930338,6.551,2.3468,7.52137,0.514392,-3.37364,0.727245,-2.0598,-10.8276,-1.40196,0.150958,-0.527288,1.60723,6.67225,-4.83712,6.8344,-0.232114,-0.232525,0.234028
0.002,9.08483,-0.63271,3.11802,0.065931,0.0162103,0.0453253,-3.04079,8.70588,-3.20922,0.717643,0.820169,-1.20142,-0.559012,10.2575,-0.400219,0.419357,0.668745,-0.588794,0.687637,-9.92019,0.189302,0.113604,-0.282736,0.000490446,6.54486,2.35459,7.48114,0.531483,-3.39577,0.735814,-2.07325,-10.8433,-1.40179,0.148845,-0.534358,1.61559,6.35927,-5.04627,6.78685,-0.223179,-0.229895,0.22982
0.003,9.08169,-0.620791,3.14711,0.0665884,0.020441,0.0570531,-2.81744,8.67743,-3.46497,0.723568,0.831705,-1.21086,-0.573869,10.2766,-0.413912,0.398249,0.638174,-0.597558,0.712737,-9.9319,0.236585,0.115955,-0.282895,-0.00832249,6.53872,2.36237,7.44091,0.548574,-3.41789,0.744383,-2.08671,-10.8591,-1.40163,0.146732,-0.541428,1.62395,6.04628,-5.25541,6.7393,-0.214244,-0.227265,0.225613
0.004,9.07855,-0.608873,3.1762,0.0672459,0.0246716,0.0687809,-2.59409,8.64898,-3.72071,0.729493,0.843241,-1.22031,-0.588727,10.2957,-0.427604,0.377141,0.607602,-0.606322,0.737836,-9.94361,0.283867,0.118307,-0.283054,-0.0171354,6.53258,2.37016,7.40069,0.565666,-3.44002,0.752952,-2.10017,-10.8749,-1.40146,0.144618,-0.548497,1.63232,5.73329,-5.46456,6.69176,-0.205309,-0.224635,0.221405
0.005,9.07359,-0.596155,3.2091,0.0681231,0.0273202,0.0824201,-2.38483,8.65423,-3.94312,0.733978,0.851765,-1.22821,-0.583563,10.3181,-0.453906,0.358912,0.577942,-0.612096,0.760515,-9.96483,0.343657,0.120142,-0.285572,-0.0247965,6.53852,2.35369,7.36915,0.584929,-3.46382,0.762241,-2.13278,-10.8774,-1.3941,0.141668,-0.55579,1.64058,5.49686,-5.61065,6.65193,-0.196818,-0.222727,0.215493
0.006,9.06718,-0.582796,3.24505,0.0691761,0.0287031,0.0975885,-2.18684,8.68644,-4.13886,0.737309,0.857879,-1.23487,-0.562382,10.3432,-0.490296,0.342986,0.54901,-0.615479,0.781258,-9.99365,0.413453,0.121564,-0.289976,-0.0315361,6.55412,2.31781,7.34456,0.60593,-3.48896,0.772106,-2.18072,-10.8695,-1.38098,0.138049,-0.56326,1.64876,5.32167,-5.7063,6.61827,-0.188682,-0.221397,0.208216
0.007,9.06077,-0.569437,3.28099,0.0702291,0.0300861,0.112757,-1.98886,8.71865,-4.33459,0.740641,0.863994,-1.24152,-0.541201,10.3683,-0.526685,0.32706,0.520078,-0.618862,0.802001,-10.0225,0.483249,0.122986,-0.29438,-0.0382758,6.56972,2.28192,7.31998,0.62693,-3.5141,0.781971,-2.22866,-10.8616,-1.36786,0.13443,-0.57073,1.65694,5.14647,-5.80195,6.58462,-0.180546,-0.220068,0.20094
0.008,9.05436,-0.556078,3.31694,0.0712821,0.031469,0.127925,-1.79087,8.75086,-4.53033,0.743973,0.870108,-1.24818,-0.52002,10.3934,-0.563075,0.311134,0.491146,-0.622244,0.822744,-10.0513,0.553045,0.124408,-0.298784,-0.0450154,6.58531,2.24604,7.29539,0.647931,-3.53924,0.791836,-2.2766,-10.8536,-1.35474,0.13081,-0.5782,1.66513,4.97128,-5.89759,6.55096,-0.17241,-0.218738,0.193664
0.009,9.04913,-0.541972,3.35036,0.0723844,0.0325716,0.143062,-1.59098,8.77983,-4.71644,0.746862,0.875226,-1.25463,-0.4905,10.4149,-0.602883,0.295756,0.46211,-0.625201,0.84392,-10.0767,0.62241,0.125944,-0.303173,-0.0518388,6.59974,2.20836,7.27411,0.668759,-3.56365,0.801687,-2.32287,-10.8469,-1.34093,0.127054,-0.586119,1.67338,4.80603,-5.98387,6.52042,-0.163867,-0.217706,0.18634
0.01,9.05334,-0.521882,3.36354,0.0738805,0.0314318,0.157942,-1.37588,8.78295,-4.8255,0.746213,0.872364,-1.25943,-0.39427,10.4078,-0.670036,0.284762,0.432242,-0.624749,0.868557,-10.0743,0.688322,0.128396,-0.307433,-0.0593322,6.60475,2.15629,7.27922,0.688198,-3.58218,0.811426,-2.35576,-10.85,-1.32163,0.122203,-0.597624,1.68217,4.72037,-5.99514,6.51475,-0.152071,-0.219063,0.178637
