Time,P_accel.x,P_accel.y,P_accel.z,P_gyro.x,P_gyro.y,P_gyro.z,RT_accel.x,RT_accel.y,RT_accel.z,RT_gyro.x,RT_gyro.y,RT_gyro.z,RS_accel.x,RS_accel.y,RS_accel.z,RS_gyro.x,RS_gyro.y,RS_gyro.z,LT_accel.x,LT_accel.y,LT_accel.z,LT_gyro.x,LT_gyro.y,LT_gyro.z,LF_accel.x,LF_accel.y,LF_accel.z,LF_gyro.x,LF_gyro.y,LF_gyro.z,LS_accel.x,LS_accel.y,LS_accel.z,LS_gyro.x,LS_gyro.y,LS_gyro.z,RF_accel.x,RF_accel.y,RF_accel.z,RF_gyro.x,RF_gyro.y,RF_gyro.z
0,10.9956,2.09842,1.62496,-0.160025,0.14054,-0.105092,3.92753,10.0902,-2.0298,-0.0835952,-0.18011,-0.738956,-2.5784,11.6336,-0.883009,-0.4472,-0.480831,-1.54711,2.32937,-9.94172,-0.0271612,-1.13651,0.530825,-0.0342839,17.2968,-2.98007,0.426634,-0.793042,-1.69694,0.90001,-9.78242,-11.912,3.75441,0.843865,-0.243273,2.10288,5.72214,-3.27694,8.3641,-0.590149,-2.01488,-0.338946
0.001,10.9722,2.15461,1.6242,-0.160617,0.127453,-0.107222,3.92848,10.0958,-2.00118,-0.0822377,-0.173279,-0.738372,-2.58343,11.6509,-0.875262,-0.448787,-0.488233,-1.55211,2.11771,-9.99671,-0.0107856,-1.14874,0.471709,-0.0389771,17.0454,-2.78984,0.562458,-0.847236,-1.73979,0.924917,-9.56878,-11.9341,3.56635,0.861124,-0.225818,2.14524,5.72034,-3.26414,8.38678,-0.591962,-2.03847,-0.343731
0.002,10.9488,2.2108,1.62344,-0.16121,0.114365,-0.109351,3.92942,10.1014,-1.97255,-0.0808802,-0.166448,-0.737789,-2.58846,11.6682,-0.867515,-0.450374,-0.495634,-1.5571,1.90605,-10.0517,0.00558997,-1.16096,0.412594,-0.0436704,16.7939,-2.59961,0.698283,-0.90143,-1.78265,0.949824,-9.35514,-11.9562,3.37828,0.878383,-0.208362,2.18759,5.71853,-3.25134,8.40945,-0.593775,-2.06206,-0.348517
0.003,10.9255,2.26699,1.62268,-0.161802,0.101277,-0.11148,3.93037,10.107,-1.94393,-0.0795228,-0.159617,-0.737205,-2.59349,11.6855,-0.859767,-0.451961,-0.503035,-1.56209,1.69439,-10.1067,0.0219656,-1.17319,0.353478,-0.0483636,16.5424,-2.40938,0.834108,-0.955624,-1.8255,0.974731,-9.14151,-11.9783,3.19022,0.895642,-0.190906,2.22995,5.71673,-3.23853,8.43212,-0.595588,-2.08565,-0.353302
0.004,10.9021,2.32318,1.62192,-0.162394,0.0881894,-0.113609,3.93131,10.1125,-1.9153,-0.0781653,-0.152786,-0.736622,-2.59852,11.7028,-0.85202,-0.453548,-0.510437,-1.56709,1.48273,-10.1617,0.0383412,-1.18541,0.294363,-0.0530568,16.291,-2.21915,0.969932,-1.00982,-1.86835,0.999639,-8.92787,-12.0003,3.00215,0.9129,-0.173451,2.27231,5.71493,-3.22573,8.45479,-0.597401,-2.10924,-0.358088
0.005,10.8827,2.38649,1.62104,-0.16349,0.0747801,-0.116675,3.9176,10.1318,-1.90271,-0.0788078,-0.142857,-0.735433,-2.60197,11.7244,-0.82812,-0.456362,-0.517244,-1.57154,1.2954,-10.2139,0.0454832,-1.1942,0.241814,-0.0564032,16.0387,-1.99421,1.15968,-1.06879,-1.91194,1.01377,-8.65032,-12.0046,2.69289,0.928505,-0.139649,2.31159,5.7185,-3.24048,8.4685,-0.599058,-2.13231,-0.36589
0.006,10.8664,2.45549,1.62008,-0.164991,0.0611137,-0.120488,3.89216,10.162,-1.90295,-0.0810503,-0.130449,-0.733761,-2.60416,11.7493,-0.791298,-0.460157,-0.523576,-1.57556,1.12754,-10.2639,0.0452383,-1.20024,0.194518,-0.058672,15.7857,-1.74152,1.39257,-1.13158,-1.95611,1.01927,-8.32162,-11.9946,2.28667,0.942785,-0.0927715,2.34842,5.72637,-3.27728,8.47503,-0.600589,-2.15496,-0.376105
0.007,10.8502,2.52449,1.61912,-0.166491,0.0474472,-0.124302,3.86672,10.1921,-1.90319,-0.0832928,-0.118042,-0.732088,-2.60634,11.7743,-0.754475,-0.463952,-0.529909,-1.57958,0.959673,-10.3138,0.0449935,-1.20628,0.147222,-0.0609408,15.5327,-1.48882,1.62546,-1.19437,-2.00029,1.02478,-7.99293,-11.9846,1.88046,0.957066,-0.0458935,2.38525,5.73424,-3.31407,8.48156,-0.602121,-2.17761,-0.38632
0.008,10.8339,2.59349,1.61815,-0.167992,0.0337808,-0.128116,3.84128,10.2223,-1.90342,-0.0855352,-0.105634,-0.730416,-2.60853,11.7993,-0.717653,-0.467747,-0.536241,-1.5836,0.79181,-10.3638,0.0447486,-1.21232,0.0999268,-0.0632096,15.2797,-1.23612,1.85835,-1.25717,-2.04446,1.03029,-7.66423,-11.9746,1.47424,0.971347,0.000984433,2.42208,5.74212,-3.35087,8.48809,-0.603653,-2.20026,-0.396535
0.009,10.8154,2.66315,1.62687,-0.169502,0.0198809,-0.131913,3.81552,10.2509,-1.89943,-0.0875906,-0.0937368,-0.728815,-2.60719,11.8228,-0.677388,-0.471493,-0.543066,-1.58792,0.621768,-10.4088,0.0464834,-1.21817,0.0527965,-0.0648642,15.0267,-0.956721,2.13453,-1.30802,-2.09231,1.03996,-7.27135,-11.9661,0.991893,0.984854,0.0583119,2.45737,5.74989,-3.38671,8.49238,-0.60529,-2.22321,-0.406651
0.01,10.7785,2.73814,1.71299,-0.171088,0.00411358,-0.135574,3.78713,10.2671,-1.86161,-0.0881494,-0.0859269,-0.727784,-2.57773,11.835,-0.609581,-0.474839,-0.553838,-1.5946,0.434291,-10.4137,0.0640549,-1.22254,0.00698856,-0.0616053,14.7733,-0.463717,2.75704,-1.26335,-2.16954,1.08301,-6.36494,-11.9693,-0.0995068,0.992167,0.199235,2.48035,5.75692,-3.41487,8.47866,-0.607773,-2.24862,-0.415979
0.011,10.7416,2.81312,1.79911,-0.172674,-0.0116538,-0.139235,3.75874,10.2833,-1.82379,-0.0887081,-0.078117,-0.726754,-2.54827,11.8471,-0.541773,-0.478185,-0.56461,-1.60128,0.246813,-10.4186,0.0816265,-1.22692,-0.0388194,-0.0583464,14.52,0.0292876,3.37954,-1.21869,-2.24677,1.12606,-5.45853,-11.9726,-1.19091,0.999481,0.340158,2.50334,5.76395,-3.44303,8.46494,-0.610256,-2.27404,-0.425307
0.012,10.7047,2.8881,1.88524,-0.174261,-0.0274211,-0.142896,3.73035,10.2995,-1.78597,-0.0892668,-0.0703071,-0.725723,-2.5188,11.8593,-0.473965,-0.481532,-0.575382,-1.60796,0.0593352,-10.4235,0.099198,-1.2313,-0.0846273,-0.0550875,14.2666,0.522292,4.00205,-1.17402,-2.324,1.1691,-4.55212,-11.9758,-2.28231,1.0068,0.481081,2.52632,5.77097,-3.47119,8.45122,-0.612739,-2.29945,-0.434635
0.013,10.6677,2.96309,1.97136,-0.175847,-0.0431884,-0.146558,3.70197,10.3158,-1.74814,-0.0898255,-0.0624972,-0.724692,-2.48934,11.8714,-0.406158,-0.484878,-0.586153,-1.61464,-0.128142,-10.4284,0.11677,-1.23567,-0.130435,-0.0518285,14.0133,1.0153,4.62455,-1.12935,-2.40123,1.21215,-3.64571,-11.979,-3.37371,1.01411,0.622005,2.54931,5.778,-3.49936,8.4375,-0.615222,-2.32486,-0.443963
