Time,P_accel.x,P_accel.y,P_accel.z,P_gyro.x,P_gyro.y,P_gyro.z,RT_accel.x,RT_accel.y,RT_accel.z,RT_gyro.x,RT_gyro.y,RT_gyro.z,RS_accel.x,RS_accel.y,RS_accel.z,RS_gyro.x,RS_gyro.y,RS_gyro.z,LT_accel.x,LT_accel.y,LT_accel.z,LT_gyro.x,LT_gyro.y,LT_gyro.z,LF_accel.x,LF_accel.y,LF_accel.z,LF_gyro.x,LF_gyro.y,LF_gyro.z,LS_accel.x,LS_accel.y,LS_accel.z,LS_gyro.x,LS_gyro.y,LS_gyro.z,RF_accel.x,RF_accel.y,RF_accel.z,RF_gyro.x,RF_gyro.y,RF_gyro.z
0,9.08095,-0.0676083,5.23841,-0.203577,0.207618,0.040065,0.148558,9.37117,-0.760719,0.0432106,0.520967,-0.0386236,1.62128,9.2004,-0.527524,0.0652439,0.113131,0.00526229,-1.6557,-9.8491,-1.00379,0.092655,-0.105173,0.137133,4.26136,4.31006,7.6485,0.254602,-0.0186442,-0.0158503,0.196961,-9.8135,-1.12187,0.0952507,-0.0154929,-0.0561617,4.97684,-3.51992,7.57178,-0.0843927,0.124849,-0.0376718
0.001,9.08863,-0.0748131,5.23458,-0.203326,0.195527,0.0372553,0.080895,9.39913,-0.742261,0.0434528,0.508641,-0.0378811,1.5685,9.20231,-0.506769,0.0662273,0.117838,-0.00209382,-1.62478,-9.82842,-1.00409,0.0924676,-0.0983389,0.137303,4.27922,4.31671,7.64181,0.245662,-0.0167603,-0.0123532,0.208653,-9.81617,-1.14557,0.0945666,-0.0187344,-0.0526346,4.93216,-3.46286,7.56433,-0.0817585,0.120252,-0.0356708
0.002,9.09632,-0.082018,5.23074,-0.203076,0.183436,0.0344456,0.0132318,9.4271,-0.723804,0.0436949,0.496314,-0.0371386,1.51572,9.20422,-0.486014,0.0672107,0.122545,-0.00944993,-1.59385,-9.80774,-1.00439,0.0922803,-0.0915051,0.137473,4.29707,4.32335,7.63512,0.236723,-0.0148765,-0.0088562,0.220346,-9.81884,-1.16926,0.0938824,-0.0219759,-0.0491075,4.88748,-3.4058,7.55689,-0.0791244,0.115655,-0.0336698
0.003,9.104,-0.0892228,5.22691,-0.202825,0.171346,0.031636,-0.0544314,9.45506,-0.705346,0.043937,0.483987,-0.036396,1.46295,9.20613,-0.465259,0.068194,0.127253,-0.016806,-1.56293,-9.78706,-1.0047,0.0920929,-0.0846712,0.137643,4.31493,4.33,7.62842,0.227783,-0.0129926,-0.00535916,0.232038,-9.82151,-1.19296,0.0931982,-0.0252174,-0.0455804,4.84281,-3.34874,7.54944,-0.0764903,0.111057,-0.0316689
0.004,9.11169,-0.0964277,5.22308,-0.202574,0.159255,0.0288263,-0.122095,9.48303,-0.686889,0.0441791,0.471661,-0.0356535,1.41017,9.20804,-0.444504,0.0691774,0.13196,-0.0241622,-1.532,-9.76638,-1.005,0.0919056,-0.0778373,0.137813,4.33278,4.33664,7.62173,0.218843,-0.0111087,-0.00186213,0.24373,-9.82419,-1.21666,0.092514,-0.0284589,-0.0420534,4.79813,-3.29169,7.54199,-0.0738562,0.10646,-0.0296679
0.005,9.0994,-0.0979064,5.22442,-0.202614,0.145516,0.026019,-0.199871,9.50392,-0.682556,0.0444212,0.462898,-0.0353552,1.35772,9.2073,-0.406796,0.071857,0.138711,-0.0310162,-1.52289,-9.75995,-0.9949,0.0922142,-0.0727349,0.136829,4.34111,4.34119,7.62438,0.211361,-0.0073721,0.00230065,0.260814,-9.8316,-1.24146,0.092819,-0.0310796,-0.038158,4.80702,-3.25406,7.54592,-0.0701307,0.100204,-0.0266123
0.006,9.07114,-0.0948042,5.22991,-0.202887,0.130458,0.0232136,-0.285739,9.51917,-0.689524,0.0446634,0.456986,-0.0354123,1.30553,9.20443,-0.355526,0.0758935,0.147096,-0.0374687,-1.53124,-9.76491,-0.976484,0.0929198,-0.0690177,0.134922,4.34181,4.34407,7.63449,0.205046,-0.00215327,0.00699603,0.282213,-9.84281,-1.26715,0.0939152,-0.0332036,-0.0339679,4.85879,-3.23199,7.55895,-0.0655322,0.0926206,-0.0227131
0.007,9.04288,-0.0917019,5.23539,-0.203159,0.1154,0.0204081,-0.371606,9.53441,-0.696492,0.0449055,0.451074,-0.0354693,1.25334,9.20157,-0.304255,0.07993,0.155481,-0.0439212,-1.53958,-9.76987,-0.958068,0.0936253,-0.0653005,0.133014,4.34252,4.34695,7.64461,0.19873,0.00306555,0.0116914,0.303611,-9.85402,-1.29284,0.0950115,-0.0353276,-0.0297778,4.91055,-3.20992,7.57198,-0.0609337,0.0850372,-0.0188139
0.008,9.01462,-0.0885997,5.24088,-0.203432,0.100341,0.0176027,-0.457473,9.54965,-0.70346,0.0451476,0.445162,-0.0355264,1.20115,9.1987,-0.252985,0.0839665,0.163866,-0.0503737,-1.54792,-9.77484,-0.939651,0.0943308,-0.0615833,0.131107,4.34322,4.34983,7.65473,0.192414,0.00828438,0.0163868,0.32501,-9.86523,-1.31852,0.0961078,-0.0374516,-0.0255878,4.96231,-3.18785,7.58501,-0.0563352,0.0774538,-0.0149147
0.009,8.98446,-0.0843266,5.24494,-0.203313,0.0854106,0.0152919,-0.541791,9.56326,-0.710582,0.0456795,0.439348,-0.0357435,1.14852,9.19791,-0.204822,0.0880193,0.172231,-0.0567969,-1.55076,-9.77967,-0.923279,0.0949377,-0.0576533,0.129302,4.34734,4.35014,7.66731,0.186638,0.0135549,0.020809,0.344231,-9.87515,-1.33955,0.0973676,-0.0393994,-0.021491,5.01209,-3.1676,7.59449,-0.051637,0.0700183,-0.0110155
