Time,P_accel.x,P_accel.y,P_accel.z,P_gyro.x,P_gyro.y,P_gyro.z,RT_accel.x,RT_accel.y,RT_accel.z,RT_gyro.x,RT_gyro.y,RT_gyro.z,RS_accel.x,RS_accel.y,RS_accel.z,RS_gyro.x,RS_gyro.y,RS_gyro.z,LT_accel.x,LT_accel.y,LT_accel.z,LT_gyro.x,LT_gyro.y,LT_gyro.z,LF_accel.x,LF_accel.y,LF_accel.z,LF_gyro.x,LF_gyro.y,LF_gyro.z,LS_accel.x,LS_accel.y,LS_accel.z,LS_gyro.x,LS_gyro.y,LS_gyro.z,RF_accel.x,RF_accel.y,RF_accel.z,RF_gyro.x,RF_gyro.y,RF_gyro.z
0,8.96906,0.810126,2.47091,-0.336519,-0.0182372,-0.893947,9.13351,7.30023,-0.0797856,-0.527104,-0.102164,-0.363005,-6.00265,9.28271,1.09101,-0.0536898,0.489419,-0.0120864,-0.862175,-10.3954,-0.761244,0.33248,0.440669,0.610536,4.66095,3.22937,8.94361,-0.118025,-1.24003,0.0692866,-1.96057,-10.9591,-0.0875465,0.789036,-0.164354,0.899454,9.54427,2.35306,2.84005,1.71884,-1.07362,-0.538553
0.001,9.00294,0.793905,2.46016,-0.33172,-0.0109553,-0.900221,9.06792,7.33214,-0.0633085,-0.484782,-0.0392712,-0.342896,-6.0049,9.26893,1.09915,-0.0575092,0.494667,-0.0324584,-0.870244,-10.3795,-0.718689,0.330161,0.424721,0.60691,4.63383,3.27025,8.97148,-0.142841,-1.25705,0.0776965,-1.94637,-10.9719,-0.0689574,0.79273,-0.156957,0.903458,9.50839,2.35574,2.86154,1.69894,-1.13683,-0.545172
0.002,9.03682,0.777684,2.44941,-0.326921,-0.00367341,-0.906495,9.00234,7.36405,-0.0468314,-0.442459,0.0236212,-0.322787,-6.00714,9.25515,1.10728,-0.0613286,0.499916,-0.0528304,-0.878314,-10.3636,-0.676133,0.327842,0.408773,0.603284,4.60671,3.31114,8.99934,-0.167657,-1.27408,0.0861063,-1.93217,-10.9847,-0.0503683,0.796424,-0.14956,0.907462,9.47251,2.35842,2.88304,1.67904,-1.20005,-0.551791
0.003,9.0707,0.761463,2.43865,-0.322123,0.00360846,-0.912769,8.93675,7.39597,-0.0303544,-0.400137,0.0865136,-0.302678,-6.00939,9.24138,1.11542,-0.0651479,0.505164,-0.0732023,-0.886384,-10.3478,-0.633578,0.325524,0.392825,0.599658,4.5796,3.35202,9.02721,-0.192472,-1.2911,0.0945162,-1.91796,-10.9975,-0.0317792,0.800119,-0.142162,0.911466,9.43663,2.3611,2.90453,1.65913,-1.26326,-0.55841
0.004,9.10458,0.745242,2.4279,-0.317324,0.0108903,-0.919043,8.87117,7.42788,-0.0138773,-0.357814,0.149406,-0.282569,-6.01163,9.2276,1.12355,-0.0689673,0.510412,-0.0935743,-0.894454,-10.3319,-0.591023,0.323205,0.376877,0.596031,4.55248,3.39291,9.05507,-0.217288,-1.30812,0.102926,-1.90376,-11.0103,-0.0131901,0.803813,-0.134765,0.915469,9.40075,2.36378,2.92603,1.63923,-1.32647,-0.565029
0.005,9.12811,0.711222,2.42174,-0.312476,0.0171225,-0.925009,8.82058,7.44134,0.000656093,-0.314396,0.213734,-0.259099,-6.0606,9.20382,1.08195,-0.0710711,0.514477,-0.112017,-0.905492,-10.3399,-0.582381,0.320421,0.362308,0.59276,4.53409,3.4205,9.05273,-0.232931,-1.32424,0.108776,-1.89148,-11.0278,0.00400966,0.808647,-0.128185,0.918005,9.63674,2.11607,3.03061,1.6499,-1.37084,-0.601531
0.006,9.14337,0.662962,2.41924,-0.307589,0.0225149,-0.930729,8.78199,7.44005,0.0136346,-0.270102,0.279209,-0.232939,-6.14695,9.17204,1.00055,-0.0718024,0.517594,-0.128916,-0.918904,-10.3669,-0.600871,0.317264,0.348844,0.589772,4.52269,3.43744,9.02622,-0.241237,-1.33962,0.112579,-1.88073,-11.049,0.0200979,0.814393,-0.12226,0.919365,10.0902,1.66805,3.20165,1.68504,-1.40013,-0.661938
0.007,9.15863,0.614701,2.41674,-0.302702,0.0279074,-0.936449,8.7434,7.43875,0.026613,-0.225807,0.344685,-0.206779,-6.2333,9.14026,0.919154,-0.0725337,0.520712,-0.145814,-0.932316,-10.3939,-0.619361,0.314108,0.335379,0.586784,4.51129,3.45439,8.99972,-0.249543,-1.35501,0.116381,-1.86999,-11.0702,0.0361861,0.820139,-0.116334,0.920726,10.5437,1.22003,3.3727,1.72018,-1.42942,-0.722346
0.008,9.17389,0.566441,2.41424,-0.297815,0.0332998,-0.942169,8.70482,7.43746,0.0395915,-0.181512,0.410161,-0.18062,-6.31965,9.10847,0.837758,-0.073265,0.523829,-0.162713,-0.945729,-10.421,-0.637851,0.310951,0.321914,0.583797,4.49988,3.47134,8.97321,-0.257849,-1.3704,0.120184,-1.85924,-11.0915,0.0522743,0.825885,-0.110409,0.922087,10.9972,0.772005,3.54375,1.75531,-1.45871,-0.782754
0.009,9.1896,0.517548,2.4139,-0.29302,0.0385352,-0.947778,8.66085,7.43741,0.047938,-0.138246,0.475626,-0.154136,-6.407,9.07636,0.731188,-0.0737981,0.528008,-0.179646,-0.96104,-10.4437,-0.657819,0.307841,0.308422,0.581061,4.49765,3.47594,8.95019,-0.26746,-1.38557,0.123715,-1.84441,-11.1111,0.0772479,0.831502,-0.104728,0.923233,11.499,0.30759,3.77239,1.80131,-1.46956,-0.852688
