Time,P_accel.x,P_accel.y,P_accel.z,P_gyro.x,P_gyro.y,P_gyro.z,RT_accel.x,RT_accel.y,RT_accel.z,RT_gyro.x,RT_gyro.y,RT_gyro.z,RS_accel.x,RS_accel.y,RS_accel.z,RS_gyro.x,RS_gyro.y,RS_gyro.z,LT_accel.x,LT_accel.y,LT_accel.z,LT_gyro.x,LT_gyro.y,LT_gyro.z,LF_accel.x,LF_accel.y,LF_accel.z,LF_gyro.x,LF_gyro.y,LF_gyro.z,LS_accel.x,LS_accel.y,LS_accel.z,LS_gyro.x,LS_gyro.y,LS_gyro.z,RF_accel.x,RF_accel.y,RF_accel.z,RF_gyro.x,RF_gyro.y,RF_gyro.z
0,8.44255,1.52777,4.63834,-0.0689865,0.266214,-0.296836,-1.6909,9.22242,-2.08753,0.100119,0.013629,-0.335437,0.366566,9.74487,-0.917399,0.399101,0.126461,0.0951632,-1.18274,-10.2199,0.034477,0.440591,0.600234,-0.444211,7.08248,0.987981,7.7904,-1.45985,-1.70669,1.17725,-1.36546,-10.4561,1.70657,0.823897,0.525313,1.00143,4.76988,-3.92281,7.64378,-0.0265868,-0.0263153,0.0574887
0.001,8.46203,1.52551,4.61465,-0.068373,0.262203,-0.294779,-1.73644,9.2189,-2.07186,0.100874,-0.0030316,-0.332551,0.280674,9.72532,-0.808844,0.396572,0.122916,0.0940343,-1.21047,-10.1875,0.0225462,0.434662,0.602287,-0.446962,7.07739,0.971371,7.76578,-1.46816,-1.71296,1.17789,-1.40433,-10.4104,1.63058,0.826733,0.516172,1.00068,4.84463,-3.78213,7.64866,-0.025868,-0.0279364,0.0570228
0.002,8.48151,1.52324,4.59096,-0.0677595,0.258192,-0.292723,-1.78199,9.21538,-2.05619,0.101629,-0.0196922,-0.329665,0.194782,9.70576,-0.700289,0.394042,0.119371,0.0929054,-1.23819,-10.155,0.0106154,0.428733,0.60434,-0.449713,7.07231,0.954761,7.74116,-1.47647,-1.71923,1.17852,-1.4432,-10.3647,1.5546,0.829569,0.507031,0.999931,4.91938,-3.64145,7.65354,-0.0251492,-0.0295575,0.0565568
0.003,8.50099,1.52098,4.56727,-0.067146,0.254181,-0.290666,-1.82754,9.21185,-2.04052,0.102384,-0.0363528,-0.326779,0.10889,9.68621,-0.591735,0.391512,0.115826,0.0917765,-1.26592,-10.1226,-0.00131545,0.422804,0.606394,-0.452463,7.06722,0.938151,7.71653,-1.48478,-1.7255,1.17916,-1.48206,-10.319,1.47862,0.832405,0.497891,0.999182,4.99414,-3.50077,7.65843,-0.0244304,-0.0311786,0.0560909
0.004,8.52046,1.51871,4.54358,-0.0665325,0.25017,-0.28861,-1.87308,9.20833,-2.02485,0.103139,-0.0530134,-0.323893,0.0229983,9.66666,-0.48318,0.388983,0.112281,0.0906477,-1.29365,-10.0902,-0.0132463,0.416875,0.608447,-0.455214,7.06214,0.92154,7.69191,-1.49309,-1.73177,1.1798,-1.52093,-10.2733,1.40263,0.835241,0.48875,0.998434,5.06889,-3.36009,7.66331,-0.0237116,-0.0327997,0.055625
0.005,8.52684,1.51515,4.54223,-0.0664652,0.247086,-0.287581,-1.91068,9.19479,-2.03662,0.105076,-0.0678314,-0.321721,-0.07997,9.65093,-0.40681,0.38842,0.107935,0.0889538,-1.32625,-10.061,-0.0269729,0.409681,0.610815,-0.458349,7.07218,0.922137,7.65859,-1.50297,-1.74061,1.18604,-1.57626,-10.2406,1.34541,0.836212,0.484123,0.998706,5.12966,-3.23142,7.66716,-0.022645,-0.0348276,0.0581075
0.006,8.52272,1.51056,4.55877,-0.0668347,0.244743,-0.287374,-1.94191,9.17322,-2.07034,0.107959,-0.0811754,-0.320121,-0.196599,9.63828,-0.356187,0.389429,0.102947,0.086808,-1.36274,-10.0344,-0.0421362,0.401474,0.613436,-0.461793,7.09434,0.9365,7.61832,-1.51412,-1.75151,1.19677,-1.64476,-10.2184,1.30319,0.835691,0.483106,0.999794,5.17924,-3.11236,7.67018,-0.0213001,-0.0371811,0.0629488
0.007,8.51861,1.50597,4.5753,-0.0672043,0.242401,-0.287168,-1.97314,9.15166,-2.10406,0.110841,-0.0945195,-0.318522,-0.313229,9.62562,-0.305564,0.390439,0.0979593,0.0846622,-1.39923,-10.0077,-0.0572995,0.393267,0.616057,-0.465236,7.11649,0.950862,7.57805,-1.52527,-1.76241,1.2075,-1.71326,-10.1961,1.26097,0.83517,0.48209,1.00088,5.22882,-2.9933,7.6732,-0.0199553,-0.0395345,0.0677901
0.008,8.5145,1.50138,4.59184,-0.0675739,0.240058,-0.286961,-2.00437,9.1301,-2.13778,0.113724,-0.107863,-0.316922,-0.429858,9.61296,-0.254941,0.391449,0.0929714,0.0825164,-1.43572,-9.98114,-0.0724628,0.38506,0.618678,-0.468679,7.13864,0.965225,7.53778,-1.53642,-1.77331,1.21823,-1.78176,-10.1739,1.21875,0.834649,0.481073,1.00197,5.2784,-2.87425,7.67623,-0.0186105,-0.041888,0.0726314
0.009,8.50997,1.49607,4.60796,-0.0682609,0.237709,-0.286445,-2.02928,9.11445,-2.17126,0.116519,-0.121344,-0.314659,-0.537988,9.60341,-0.212208,0.392105,0.0876619,0.0803095,-1.46984,-9.95374,-0.0855694,0.376718,0.621485,-0.472057,7.16231,0.981832,7.49845,-1.54691,-1.78421,1.22891,-1.84447,-10.1583,1.18263,0.834106,0.48051,1.00312,5.32131,-2.77081,7.67828,-0.0170442,-0.044111,0.0774299
