Time,RF_accel.x,RF_accel.y,RF_accel.z,RF_gyro.x,RF_gyro.y,RF_gyro.z,LT_accel.x,LT_accel.y,LT_accel.z,LT_gyro.x,LT_gyro.y,LT_gyro.z,RS_accel.x,RS_accel.y,RS_accel.z,RS_gyro.x,RS_gyro.y,RS_gyro.z,P_accel.x,P_accel.y,P_accel.z,P_gyro.x,P_gyro.y,P_gyro.z,LS_accel.x,LS_accel.y,LS_accel.z,LS_gyro.x,LS_gyro.y,LS_gyro.z,RT_accel.x,RT_accel.y,RT_accel.z,RT_gyro.x,RT_gyro.y,RT_gyro.z,LF_accel.x,LF_accel.y,LF_accel.z,LF_gyro.x,LF_gyro.y,LF_gyro.z
0,0.0246569,-0.00655972,9.59011,-0.0274924,0.00954525,0.0125824,-0.00905852,-0.0617613,9.84154,-0.02556,-0.00649852,-0.0108603,-0.176089,-0.27229,9.78117,-0.0130688,0.0182494,0.013845,-0.0766145,-0.107633,9.83596,-0.0280021,0.0207098,0.0147133,0.162459,0.0622492,9.83326,-0.0579823,0.0346727,-0.00658756,0.217548,-0.461318,-9.98066,-0.0146681,0.00689732,0.0104081,0.124313,0.00101818,10.0678,-0.0120083,0.00812898,0.00435776
0.001,0.0239046,4.96778e-005,9.61329,-0.0257091,0.00772646,0.0122463,-0.020864,-0.0613694,9.85208,-0.0256339,-0.00584715,-0.011458,-0.138973,-0.242341,9.80015,-0.0118497,0.019371,0.0136142,-0.0712159,-0.120437,9.86803,-0.0292932,0.0208426,0.0139571,0.16413,0.0916315,9.83444,-0.0571255,0.0347374,-0.00654311,0.216227,-0.43486,-9.98416,-0.0175166,0.00998236,0.00874313,0.110813,0.0402026,10.0673,-0.0121629,0.00711406,0.0061004
0.002,0.0231522,0.00665908,9.63647,-0.0239259,0.00590767,0.0119102,-0.0326694,-0.0609776,9.86262,-0.0257077,-0.00519578,-0.0120557,-0.101857,-0.212392,9.81914,-0.0106307,0.0204925,0.0133834,-0.0658174,-0.133241,9.9001,-0.0305843,0.0209754,0.0132009,0.165802,0.121014,9.83562,-0.0562687,0.034802,-0.00649866,0.214906,-0.408402,-9.98766,-0.020365,0.0130674,0.00707815,0.0973122,0.0793869,10.0668,-0.0123175,0.00609914,0.00784304
0.003,0.0223999,0.0132685,9.65965,-0.0221426,0.00408889,0.011574,-0.0444749,-0.0605857,9.87316,-0.0257816,-0.0045444,-0.0126534,-0.0647406,-0.182442,9.83813,-0.00941167,0.0216141,0.0131526,-0.0604188,-0.146045,9.93217,-0.0318754,0.0211082,0.0124447,0.167474,0.150396,9.8368,-0.0554119,0.0348667,-0.00645421,0.213585,-0.381944,-9.99116,-0.0232135,0.0161524,0.00541317,0.0838119,0.118571,10.0663,-0.0124721,0.00508422,0.00958568
0.004,0.0216475,0.0198779,9.68283,-0.0203593,0.0022701,0.0112379,-0.0562803,-0.0601939,9.8837,-0.0258554,-0.00389303,-0.0132511,-0.0276245,-0.152493,9.85711,-0.00819264,0.0227357,0.0129218,-0.0550203,-0.158849,9.96425,-0.0331665,0.021241,0.0116885,0.169146,0.179778,9.83798,-0.0545551,0.0349314,-0.00640976,0.212264,-0.355485,-9.99466,-0.0260619,0.0192375,0.00374819,0.0703115,0.157756,10.0658,-0.0126266,0.00406931,0.0113283
0.005,0.0090911,0.0209401,9.69692,-0.0207797,0.00197688,0.0106848,-0.0605959,-0.0582252,9.87815,-0.0260225,-0.00346155,-0.0133403,-0.0196411,-0.142034,9.86074,-0.00749702,0.0224825,0.0125556,-0.0525406,-0.161512,9.9657,-0.0340297,0.0209585,0.0113784,0.17271,0.1777,9.84423,-0.0546168,0.0337556,-0.0062784,0.21101,-0.363243,-9.99103,-0.0264191,0.0205865,0.00314002,0.06178,0.16605,10.0689,-0.0128301,0.0030686,0.0124358
0.006,-0.0129085,0.0175645,9.70374,-0.0229631,0.00290413,0.00995805,-0.0589197,-0.0549951,9.85974,-0.0262643,-0.00320597,-0.0130225,-0.0349639,-0.147165,9.85207,-0.00722012,0.0211296,0.0120811,-0.0523959,-0.156064,9.94265,-0.0345506,0.0203439,0.0114252,0.177787,0.150452,9.85454,-0.0554133,0.0315875,-0.00607751,0.209811,-0.398372,-9.9817,-0.0247832,0.0205469,0.00337731,0.0572236,0.149631,10.0749,-0.0130727,0.00207925,0.0130353
0.007,-0.0349082,0.0141888,9.71056,-0.0251465,0.00383137,0.00923131,-0.0572434,-0.0517649,9.84132,-0.026506,-0.0029504,-0.0127048,-0.0502866,-0.152297,9.8434,-0.00694323,0.0197767,0.0116066,-0.0522513,-0.150616,9.9196,-0.0350716,0.0197293,0.0114721,0.182864,0.123205,9.86485,-0.0562097,0.0294193,-0.00587663,0.208611,-0.433502,-9.97236,-0.0231474,0.0205072,0.00361459,0.0526671,0.133213,10.0808,-0.0133153,0.00108991,0.0136347
0.008,-0.0569078,0.0108132,9.71737,-0.0273299,0.00475861,0.00850457,-0.0555672,-0.0485348,9.82291,-0.0267478,-0.00269482,-0.0123871,-0.0656094,-0.157429,9.83473,-0.00666634,0.0184238,0.0111322,-0.0521066,-0.145168,9.89655,-0.0355925,0.0191147,0.0115189,0.187941,0.0959583,9.87516,-0.0570062,0.0272512,-0.00567574,0.207411,-0.468631,-9.96303,-0.0215115,0.0204675,0.00385188,0.0481107,0.116795,10.0867,-0.0135578,0.000100566,0.0142341
0.009,-0.070578,0.00911377,9.7238,-0.0288871,0.00574433,0.00787205,-0.0535808,-0.0459275,9.806,-0.0269895,-0.00250318,-0.0121464,-0.0796359,-0.162363,9.82629,-0.00644555,0.0173211,0.0105523,-0.0500056,-0.138389,9.87605,-0.035943,0.0185801,0.0115178,0.193467,0.0728547,9.88169,-0.057962,0.025503,-0.00556079,0.208751,-0.501718,-9.95748,-0.0199864,0.0204517,0.00401885,0.046073,0.101701,10.088,-0.0139011,-0.000660183,0.0146447
