Time,RF_accel.x,RF_accel.y,RF_accel.z,RF_gyro.x,RF_gyro.y,RF_gyro.z,LT_accel.x,LT_accel.y,LT_accel.z,LT_gyro.x,LT_gyro.y,LT_gyro.z,RS_accel.x,RS_accel.y,RS_accel.z,RS_gyro.x,RS_gyro.y,RS_gyro.z,P_accel.x,P_accel.y,P_accel.z,P_gyro.x,P_gyro.y,P_gyro.z,LS_accel.x,LS_accel.y,LS_accel.z,LS_gyro.x,LS_gyro.y,LS_gyro.z,RT_accel.x,RT_accel.y,RT_accel.z,RT_gyro.x,RT_gyro.y,RT_gyro.z,LF_accel.x,LF_accel.y,LF_accel.z,LF_gyro.x,LF_gyro.y,LF_gyro.z
0,0.0313859,0.0576349,9.67636,-0.0226651,0.00500551,0.00823923,-0.0442211,0.00591391,9.87754,-0.0244112,-0.00499086,-0.0112557,-0.172383,-0.220208,9.74655,-0.00196213,0.0174597,0.01278,-0.0223496,-0.145644,9.87728,-0.0356773,0.011094,0.0131347,0.211652,0.0951525,9.81047,-0.053036,0.0394771,-0.0126382,0.278562,-0.522771,-9.968,-0.0194018,0.0153266,0.0038896,0.0873909,0.160348,10.0435,-0.0151616,-0.000576969,0.0127952
0.001,0.0299121,0.0490282,9.67462,-0.0228934,0.00472541,0.00769589,-0.0437842,-0.00950068,9.87391,-0.0250554,-0.00423324,-0.0123788,-0.164298,-0.230289,9.74205,-0.0029287,0.0162795,0.0122181,-0.0399875,-0.129772,9.87443,-0.0344583,0.0122912,0.0115507,0.203992,0.110961,9.81219,-0.052634,0.0375949,-0.0114067,0.257695,-0.519753,-9.96011,-0.0199097,0.0154696,0.00317897,0.0716714,0.139887,10.0357,-0.0139488,-0.000205184,0.0103536
0.002,0.0284382,0.0404215,9.67287,-0.0231217,0.00444531,0.00715255,-0.0433472,-0.0249153,9.87029,-0.0256997,-0.00347562,-0.013502,-0.156213,-0.240371,9.73755,-0.00389526,0.0150993,0.0116561,-0.0576254,-0.1139,9.87158,-0.0332394,0.0134883,0.00996667,0.196333,0.12677,9.81391,-0.0522319,0.0357127,-0.0101753,0.236828,-0.516735,-9.95222,-0.0204177,0.0156126,0.00246834,0.0559518,0.119425,10.0278,-0.0127359,0.000166602,0.00791208
0.003,0.0269644,0.0318147,9.67113,-0.02335,0.00416521,0.00660921,-0.0429102,-0.0403299,9.86666,-0.0263439,-0.002718,-0.0146251,-0.148128,-0.250452,9.73306,-0.00486182,0.0139192,0.0110942,-0.0752633,-0.0980287,9.86872,-0.0320205,0.0146855,0.00838268,0.188673,0.142578,9.81563,-0.0518299,0.0338305,-0.00894383,0.215961,-0.513717,-9.94433,-0.0209256,0.0157557,0.00175771,0.0402323,0.0989639,10.0199,-0.0115231,0.000538387,0.00547052
0.004,0.0254905,0.023208,9.66939,-0.0235782,0.00388511,0.00606586,-0.0424733,-0.0557445,9.86304,-0.0269881,-0.00196038,-0.0157482,-0.140043,-0.260534,9.72856,-0.00582839,0.012739,0.0105323,-0.0929012,-0.082157,9.86587,-0.0308016,0.0158827,0.00679868,0.181014,0.158387,9.81735,-0.0514279,0.0319483,-0.00771239,0.195094,-0.510699,-9.93644,-0.0214335,0.0158987,0.00104707,0.0245127,0.0785024,10.012,-0.0103102,0.000910173,0.00302896
0.005,0.0121105,0.0129104,9.6786,-0.0233383,0.00444331,0.00607209,-0.0542454,-0.0605992,9.85702,-0.0269121,-0.00160812,-0.0157694,-0.133651,-0.264317,9.72805,-0.00666784,0.0121581,0.010374,-0.0914262,-0.0881005,9.86551,-0.0305734,0.0169251,0.00691396,0.187085,0.157222,9.81581,-0.0524186,0.0311874,-0.00718675,0.198899,-0.506533,-9.93011,-0.0208974,0.0166347,0.00140284,0.0209051,0.0722876,10.0138,-0.00947508,0.000361271,0.00259402
0.006,-0.0107946,0.00126016,9.69658,-0.0227239,0.00567217,0.00651798,-0.0757847,-0.0570061,9.84908,-0.02626,-0.00158015,-0.0149088,-0.128612,-0.263063,9.73072,-0.0074056,0.0120565,0.0105386,-0.0746609,-0.111496,9.86714,-0.031138,0.0178437,0.00838865,0.204139,0.142478,9.81166,-0.0545236,0.0313236,-0.00722577,0.222441,-0.501448,-9.92503,-0.0195262,0.017845,0.00261172,0.0269871,0.0774699,10.0234,-0.0089421,-0.00092418,0.00376438
0.007,-0.0336997,-0.0103901,9.71456,-0.0221095,0.00690102,0.00696386,-0.097324,-0.0534129,9.84114,-0.0256078,-0.00155218,-0.0140483,-0.123574,-0.261808,9.73339,-0.00814336,0.0119549,0.0107032,-0.0578956,-0.134892,9.86877,-0.0317025,0.0187622,0.00986335,0.221194,0.127735,9.80752,-0.0566286,0.0314598,-0.00726478,0.245984,-0.496363,-9.91994,-0.0181549,0.0190553,0.0038206,0.0330691,0.0826523,10.0329,-0.00840912,-0.00220963,0.00493474
0.008,-0.0566048,-0.0220403,9.73254,-0.0214951,0.00812987,0.00740975,-0.118863,-0.0498198,9.83321,-0.0249557,-0.00152421,-0.0131878,-0.118535,-0.260554,9.73606,-0.00888112,0.0118534,0.0108678,-0.0411303,-0.158288,9.8704,-0.032267,0.0196807,0.011338,0.238248,0.112991,9.80338,-0.0587336,0.0315959,-0.0073038,0.269526,-0.491279,-9.91486,-0.0167837,0.0202656,0.00502948,0.0391511,0.0878347,10.0424,-0.00787614,-0.00349508,0.00610509
0.009,-0.0755314,-0.0318151,9.7464,-0.0211827,0.00915303,0.00790781,-0.135354,-0.0478506,9.82735,-0.0243144,-0.00149614,-0.0123899,-0.115488,-0.258066,9.74015,-0.00951299,0.0118776,0.0111633,-0.0276245,-0.177651,9.87232,-0.0325468,0.0205173,0.0126065,0.25128,0.100636,9.80082,-0.0605137,0.0316747,-0.0074375,0.291018,-0.48619,-9.91091,-0.0155498,0.021248,0.00610006,0.0456559,0.0938124,10.0521,-0.00763827,-0.00465122,0.00720778
0.01,-0.0626301,-0.0265859,9.72733,-0.0232867,0.0085307,0.00882332,-0.111454,-0.058873,9.83817,-0.0237599,-0.00146724,-0.012093,-0.128367,-0.24571,9.75559,-0.00929777,0.0129077,0.0125055,-0.0401939,-0.164753,9.87658,-0.0305483,0.0206977,0.0122251,0.232129,0.107383,9.81092,-0.0596947,0.0312946,-0.00832874,0.296104,-0.481066,-9.9161,-0.0154146,0.0204075,0.00606421,0.0555441,0.106152,10.0631,-0.0097613,-0.00477287,0.00776913
0.011,-0.0497288,-0.0213567,9.70826,-0.0253907,0.00790836,0.00973882,-0.0875547,-0.0698953,9.849,-0.0232055,-0.00143835,-0.011796,-0.141246,-0.233355,9.77103,-0.00908254,0.0139379,0.0138478,-0.0527633,-0.151855,9.88084,-0.0285499,0.0208781,0.0118436,0.212978,0.11413,9.82103,-0.0588756,0.0309146,-0.00921997,0.30119,-0.475943,-9.92129,-0.0152795,0.0195669,0.00602836,0.0654322,0.118492,10.0741,-0.0118843,-0.00489451,0.00833048
0.012,-0.0368275,-0.0161275,9.68919,-0.0274947,0.00728603,0.0106543,-0.063655,-0.0809177,9.85982,-0.0226511,-0.00140945,-0.0114991,-0.154125,-0.220999,9.78647,-0.00886732,0.014968,0.01519,-0.0653327,-0.138957,9.88511,-0.0265514,0.0210585,0.0114622,0.193826,0.120876,9.83113,-0.0580565,0.0305345,-0.0101112,0.306277,-0.470819,-9.92648,-0.0151443,0.0187263,0.00599252,0.0753203,0.130831,10.0851,-0.0140074,-0.00501616,0.00889183
