Time,RF_accel.x,RF_accel.y,RF_accel.z,RF_gyro.x,RF_gyro.y,RF_gyro.z,LT_accel.x,LT_accel.y,LT_accel.z,LT_gyro.x,LT_gyro.y,LT_gyro.z,RS_accel.x,RS_accel.y,RS_accel.z,RS_gyro.x,RS_gyro.y,RS_gyro.z,P_accel.x,P_accel.y,P_accel.z,P_gyro.x,P_gyro.y,P_gyro.z,LS_accel.x,LS_accel.y,LS_accel.z,LS_gyro.x,LS_gyro.y,LS_gyro.z,RT_accel.x,RT_accel.y,RT_accel.z,RT_gyro.x,RT_gyro.y,RT_gyro.z,LF_accel.x,LF_accel.y,LF_accel.z,LF_gyro.x,LF_gyro.y,LF_gyro.z
0,0.117357,0.0548262,9.72309,-0.0253559,-0.000905325,0.00577766,-0.0352752,0.0831887,9.83904,-0.0263729,-0.00765032,-0.0109021,-0.197016,-0.163151,9.78174,-0.00141734,0.0126343,0.00283468,-0.0101025,-0.0907908,9.86506,-0.033384,0.016428,0.0197399,0.164154,0.142221,9.79906,-0.0590279,0.0311849,-0.00515975,0.260602,-0.404624,-9.97129,-0.0208901,0.0153199,0.00454637,0.0776847,0.142733,10.0579,-0.018932,-0.00322851,0.0112389
0.001,0.107683,0.0519921,9.71092,-0.0252055,0.000193366,0.0045412,-0.0440283,0.0527532,9.83424,-0.0264843,-0.00850603,-0.0109673,-0.182284,-0.158891,9.78441,-0.00236235,0.0137336,0.00446155,-0.0103688,-0.0918361,9.87127,-0.0331894,0.0170853,0.0184373,0.165864,0.121312,9.79529,-0.0595817,0.0303168,-0.00526008,0.252981,-0.405501,-9.99453,-0.0205852,0.0156248,0.00591627,0.081892,0.12734,10.0522,-0.0181418,-0.000428677,0.0100123
0.002,0.09801,0.049158,9.69875,-0.0250551,0.00129206,0.00330473,-0.0527814,0.0223177,9.82945,-0.0265956,-0.00936173,-0.0110325,-0.167552,-0.154631,9.78708,-0.00330736,0.014833,0.00608842,-0.0106352,-0.0928815,9.87749,-0.0329949,0.0177425,0.0171347,0.167573,0.100403,9.79153,-0.0601356,0.0294487,-0.0053604,0.24536,-0.406377,-10.0178,-0.0202804,0.0159296,0.00728617,0.0860992,0.111947,10.0464,-0.0173517,0.00237115,0.00878568
0.003,0.0883367,0.046324,9.68658,-0.0249047,0.00239075,0.00206826,-0.0615346,-0.00811779,9.82466,-0.0267069,-0.0102174,-0.0110977,-0.152821,-0.150371,9.78975,-0.00425237,0.0159323,0.00771529,-0.0109015,-0.0939269,9.88371,-0.0328003,0.0183998,0.0158321,0.169282,0.0794939,9.78777,-0.0606894,0.0285806,-0.00546073,0.237739,-0.407253,-10.041,-0.0199755,0.0162345,0.00865606,0.0903065,0.0965542,10.0406,-0.0165616,0.00517098,0.00755906
0.004,0.0786634,0.0434899,9.67441,-0.0247543,0.00348944,0.000831798,-0.0702877,-0.0385533,9.81987,-0.0268182,-0.0110731,-0.0111629,-0.138089,-0.146111,9.79241,-0.00519739,0.0170316,0.00934216,-0.0111679,-0.0949723,9.88993,-0.0326058,0.019057,0.0145294,0.170992,0.0585849,9.78401,-0.0612432,0.0277125,-0.00556106,0.230118,-0.40813,-10.0642,-0.0196706,0.0165394,0.010026,0.0945137,0.0811614,10.0349,-0.0157714,0.00797081,0.00633244
0.005,0.0708621,0.0393569,9.66457,-0.0254371,0.00403563,0.00121908,-0.0734055,-0.0618297,9.81401,-0.0271666,-0.0114208,-0.0110249,-0.133418,-0.154796,9.79115,-0.00556331,0.0174777,0.0100981,-0.0214254,-0.0982399,9.89523,-0.0327989,0.0188246,0.0142036,0.176045,0.0594371,9.786,-0.0611729,0.0264187,-0.00498472,0.235422,-0.408107,-10.0731,-0.0186377,0.0168536,0.0100945,0.101294,0.077659,10.0385,-0.0147041,0.00867613,0.00627635
0.006,0.0645584,0.0341848,9.65659,-0.0267863,0.00413982,0.00290535,-0.0720152,-0.0793787,9.80731,-0.0277046,-0.011362,-0.0107243,-0.136794,-0.173835,9.78675,-0.00546596,0.0174012,0.0101572,-0.0396757,-0.103285,9.89979,-0.0333022,0.0178803,0.0146591,0.183773,0.0776984,9.79259,-0.0606033,0.0247845,-0.00386703,0.251065,-0.407366,-10.0705,-0.0170223,0.0171754,0.00912184,0.110133,0.083669,10.0496,-0.0134149,0.00770583,0.0071567
0.007,0.0582546,0.0290127,9.64861,-0.0281356,0.00424401,0.00459163,-0.0706248,-0.0969277,9.8006,-0.0282426,-0.0113031,-0.0104238,-0.140171,-0.192875,9.78235,-0.00536862,0.0173247,0.0102163,-0.0579261,-0.108331,9.90435,-0.0338054,0.016936,0.0151146,0.191501,0.0959597,9.79918,-0.0600338,0.0231503,-0.00274935,0.266709,-0.406624,-10.068,-0.015407,0.0174972,0.00814922,0.118972,0.089679,10.0606,-0.0121257,0.00673553,0.00803705
0.008,0.0519509,0.0238406,9.64063,-0.0294849,0.0043482,0.00627791,-0.0692344,-0.114477,9.79389,-0.0287806,-0.0112443,-0.0101232,-0.143547,-0.211914,9.77795,-0.00527127,0.0172482,0.0102753,-0.0761765,-0.113376,9.9089,-0.0343086,0.0159917,0.0155701,0.199229,0.114221,9.80578,-0.0594642,0.0215161,-0.00163167,0.282353,-0.405883,-10.0654,-0.0137916,0.017819,0.00717661,0.127811,0.0956889,10.0717,-0.0108365,0.00576524,0.0089174
0.009,0.0457628,0.0192219,9.63374,-0.0306263,0.00450348,0.00782202,-0.0669222,-0.127844,9.78924,-0.0291327,-0.0112247,-0.00991795,-0.145623,-0.230341,9.77394,-0.00511613,0.0172411,0.0103804,-0.0906694,-0.117009,9.91309,-0.0348439,0.0151413,0.0159642,0.205359,0.130783,9.81228,-0.0590196,0.0205399,-0.00083598,0.296411,-0.405931,-10.0623,-0.0124689,0.0181232,0.0063801,0.131744,0.101286,10.08,-0.00972642,0.004789,0.00950483
