Time,RF_accel.x,RF_accel.y,RF_accel.z,RF_gyro.x,RF_gyro.y,RF_gyro.z,LT_accel.x,LT_accel.y,LT_accel.z,LT_gyro.x,LT_gyro.y,LT_gyro.z,RS_accel.x,RS_accel.y,RS_accel.z,RS_gyro.x,RS_gyro.y,RS_gyro.z,P_accel.x,P_accel.y,P_accel.z,P_gyro.x,P_gyro.y,P_gyro.z,LS_accel.x,LS_accel.y,LS_accel.z,LS_gyro.x,LS_gyro.y,LS_gyro.z,RT_accel.x,RT_accel.y,RT_accel.z,RT_gyro.x,RT_gyro.y,RT_gyro.z,LF_accel.x,LF_accel.y,LF_accel.z,LF_gyro.x,LF_gyro.y,LF_gyro.z
0,5.35615,-3.81311,7.90972,-0.613279,-1.82698,-1.72755,2.2989,-9.7467,-1.01473,-0.256678,0.36663,-0.274025,-1.55396,9.515,-2.19765,-0.214757,-0.739216,-1.39937,8.736,-1.34182,3.67843,-1.06809,0.184126,-0.363486,-0.77917,-9.80582,-2.38146,-0.595908,0.889284,-0.362952,-1.23994,10.1842,-2.86358,-1.49129,-0.541166,0.205286,4.28412,1.12553,9.19382,0.40626,-0.195978,-0.174402
0.001,5.3231,-3.78399,7.85289,-0.58621,-1.78985,-1.75992,2.37693,-9.65241,-0.958344,-0.268487,0.375611,-0.255962,-1.58882,9.45298,-2.19481,-0.20941,-0.756109,-1.38362,8.74931,-1.38706,3.66653,-1.06793,0.179571,-0.363758,-0.694983,-9.82718,-2.08873,-0.578036,0.869499,-0.353271,-1.24516,10.1221,-2.9144,-1.48524,-0.535381,0.206398,4.38493,1.18642,9.1698,0.411182,-0.192113,-0.178939
0.002,5.29005,-3.75488,7.79607,-0.559141,-1.75272,-1.79229,2.45496,-9.55811,-0.901953,-0.280295,0.384591,-0.237899,-1.62367,9.39096,-2.19197,-0.204064,-0.773002,-1.36787,8.76262,-1.43229,3.65463,-1.06777,0.175016,-0.36403,-0.610796,-9.84854,-1.79599,-0.560164,0.849714,-0.34359,-1.25039,10.06,-2.96521,-1.47918,-0.529597,0.207509,4.48573,1.2473,9.14578,0.416105,-0.188247,-0.183476
0.003,5.257,-3.72577,7.73924,-0.532072,-1.71559,-1.82465,2.53299,-9.46382,-0.845561,-0.292104,0.393572,-0.219836,-1.65853,9.32895,-2.18914,-0.198718,-0.789894,-1.35212,8.77592,-1.47753,3.64273,-1.06761,0.170461,-0.364302,-0.52661,-9.8699,-1.50326,-0.542292,0.829929,-0.333909,-1.25562,9.99795,-3.01603,-1.47313,-0.523813,0.208621,4.58654,1.30819,9.12176,0.421027,-0.184381,-0.188013
0.004,5.22395,-3.69666,7.68242,-0.505003,-1.67847,-1.85702,2.61102,-9.36953,-0.78917,-0.303912,0.402553,-0.201773,-1.69338,9.26693,-2.1863,-0.193372,-0.806787,-1.33637,8.78923,-1.52276,3.63083,-1.06746,0.165906,-0.364574,-0.442423,-9.89126,-1.21053,-0.52442,0.810144,-0.324228,-1.26085,9.93587,-3.06684,-1.46708,-0.518028,0.209733,4.68734,1.36908,9.09774,0.42595,-0.180516,-0.19255
0.005,5.1857,-3.71928,7.62489,-0.481572,-1.65143,-1.88797,2.68141,-9.30682,-0.724519,-0.3162,0.409138,-0.184495,-1.70633,9.20291,-2.19247,-0.187305,-0.828536,-1.31975,8.7956,-1.56574,3.60752,-1.06753,0.163672,-0.362874,-0.410253,-9.94651,-1.03184,-0.508053,0.789477,-0.316641,-1.26057,9.88593,-3.10602,-1.46013,-0.517275,0.211141,4.75276,1.38153,9.0794,0.432182,-0.174965,-0.195963
0.006,5.1433,-3.78329,7.56681,-0.461052,-1.63248,-1.91777,2.74571,-9.26939,-0.653259,-0.328873,0.413807,-0.167844,-1.70175,9.13729,-2.20585,-0.180661,-0.854169,-1.30243,8.79642,-1.60691,3.57508,-1.06778,0.163293,-0.359597,-0.419696,-10.0289,-0.944378,-0.49289,0.768104,-0.31073,-1.25588,9.84571,-3.13589,-1.45247,-0.520548,0.212785,4.78987,1.35524,9.06559,0.439462,-0.168067,-0.198476
0.007,5.10089,-3.8473,7.50873,-0.440532,-1.61352,-1.94757,2.81,-9.23196,-0.582,-0.341545,0.418475,-0.151193,-1.69717,9.07167,-2.21923,-0.174017,-0.879802,-1.28511,8.79724,-1.64807,3.54264,-1.06804,0.162915,-0.35632,-0.429138,-10.1112,-0.856915,-0.477728,0.746731,-0.304819,-1.25118,9.80548,-3.16576,-1.44481,-0.52382,0.21443,4.82698,1.32895,9.05179,0.446742,-0.161168,-0.20099
0.008,5.05849,-3.91131,7.45065,-0.420012,-1.59456,-1.97738,2.87429,-9.19453,-0.510741,-0.354218,0.423144,-0.134543,-1.69259,9.00604,-2.2326,-0.167373,-0.905436,-1.26778,8.79806,-1.68924,3.5102,-1.06829,0.162536,-0.353043,-0.438581,-10.1936,-0.769453,-0.462565,0.725359,-0.298908,-1.24649,9.76526,-3.19563,-1.43715,-0.527093,0.216074,4.8641,1.30266,9.03798,0.454022,-0.154269,-0.203503
0.009,5.01438,-3.97094,7.40736,-0.405479,-1.57611,-2.00407,2.93634,-9.16011,-0.441588,-0.366036,0.427687,-0.118095,-1.69155,8.93895,-2.24362,-0.160332,-0.931095,-1.2507,8.8002,-1.7319,3.47956,-1.06833,0.162072,-0.349746,-0.455894,-10.2726,-0.695375,-0.448323,0.704883,-0.293348,-1.23947,9.73128,-3.22923,-1.42882,-0.531257,0.217885,4.89228,1.26864,9.0295,0.461229,-0.147253,-0.206315
0.01,4.95666,-3.99545,7.48233,-0.438844,-1.56171,-2.00586,2.98048,-9.1498,-0.389287,-0.37102,0.431224,-0.103269,-1.71878,8.86013,-2.23573,-0.150122,-0.956967,-1.23554,8.81292,-1.78652,3.46332,-1.06669,0.160927,-0.346296,-0.536164,-10.3244,-0.728375,-0.44145,0.691582,-0.290596,-1.21381,9.74724,-3.29272,-1.41518,-0.542552,0.221027,4.84907,1.17278,9.06366,0.467849,-0.139297,-0.211508
0.011,4.89893,-4.01996,7.5573,-0.472209,-1.54732,-2.00765,3.02462,-9.13949,-0.336986,-0.376003,0.43476,-0.0884432,-1.74602,8.78132,-2.22785,-0.139912,-0.982838,-1.22038,8.82564,-1.84113,3.44707,-1.06505,0.159782,-0.342845,-0.616435,-10.3762,-0.761375,-0.434576,0.678281,-0.287845,-1.18815,9.76321,-3.35621,-1.40153,-0.553847,0.224168,4.80585,1.07692,9.09782,0.47447,-0.131341,-0.216701
