Time,RF_accel.x,RF_accel.y,RF_accel.z,RF_gyro.x,RF_gyro.y,RF_gyro.z,LT_accel.x,LT_accel.y,LT_accel.z,LT_gyro.x,LT_gyro.y,LT_gyro.z,RS_accel.x,RS_accel.y,RS_accel.z,RS_gyro.x,RS_gyro.y,RS_gyro.z,P_accel.x,P_accel.y,P_accel.z,P_gyro.x,P_gyro.y,P_gyro.z,LS_accel.x,LS_accel.y,LS_accel.z,LS_gyro.x,LS_gyro.y,LS_gyro.z,RT_accel.x,RT_accel.y,RT_accel.z,RT_gyro.x,RT_gyro.y,RT_gyro.z,LF_accel.x,LF_accel.y,LF_accel.z,LF_gyro.x,LF_gyro.y,LF_gyro.z
0,4.49475,-3.55143,8.02529,0.0110708,-0.0549592,-0.0571965,-0.435954,-9.81977,-5.12054,-0.405875,-0.563098,0.162627,1.00155,9.85071,-2.23714,0.171507,-0.419183,0.0758265,9.0764,0.625465,2.73421,0.160058,-0.0310465,0.0322217,-2.00614,-10.2393,-1.55104,-0.0229683,-0.187276,0.223211,-0.523752,10.6012,-3.26388,0.200749,0.281227,-0.305489,4.59602,1.08422,9.12348,-0.139495,-0.19131,0.125035
0.001,4.49343,-3.52071,8.0353,0.00816338,-0.0543782,-0.0520128,-0.497909,-9.78682,-5.16051,-0.402641,-0.557006,0.163786,1.02951,9.82857,-2.23206,0.171844,-0.414343,0.0734094,9.08576,0.624443,2.7262,0.148334,-0.0247818,0.0306865,-2.06691,-10.2376,-1.52075,-0.0228136,-0.198343,0.215098,-0.527698,10.5116,-3.18402,0.175504,0.287077,-0.308107,4.61913,1.04347,9.11576,-0.136887,-0.190802,0.125577
0.002,4.49211,-3.48998,8.04532,0.00525594,-0.0537972,-0.0468291,-0.559863,-9.75386,-5.20049,-0.399408,-0.550913,0.164946,1.05747,9.80642,-2.22699,0.17218,-0.409503,0.0709922,9.09512,0.623422,2.71818,0.136609,-0.0185171,0.0291512,-2.12767,-10.2358,-1.49047,-0.022659,-0.20941,0.206986,-0.531644,10.422,-3.10416,0.150259,0.292928,-0.310725,4.64224,1.00271,9.10803,-0.134279,-0.190294,0.126118
0.003,4.49079,-3.45925,8.05533,0.0023485,-0.0532162,-0.0416454,-0.621817,-9.72091,-5.24047,-0.396174,-0.544821,0.166106,1.08542,9.78427,-2.22191,0.172517,-0.404663,0.068575,9.10448,0.6224,2.71017,0.124885,-0.0122524,0.0276159,-2.18844,-10.2341,-1.46018,-0.0225043,-0.220476,0.198874,-0.53559,10.3323,-3.02431,0.125015,0.298779,-0.313344,4.66535,0.961962,9.10031,-0.13167,-0.189785,0.12666
0.004,4.48948,-3.42853,8.06534,-0.00055894,-0.0526352,-0.0364617,-0.683772,-9.68795,-5.28044,-0.392941,-0.538728,0.167266,1.11338,9.76212,-2.21684,0.172854,-0.399823,0.0661578,9.11384,0.621378,2.70215,0.11316,-0.00598772,0.0260806,-2.24921,-10.2324,-1.42989,-0.0223496,-0.231543,0.190761,-0.539535,10.2427,-2.94445,0.0997698,0.30463,-0.315962,4.68846,0.92121,9.09259,-0.129062,-0.189277,0.127201
0.005,4.47595,-3.40692,8.084,-0.000425998,-0.0521079,-0.0338818,-0.745726,-9.66513,-5.30945,-0.386071,-0.53521,0.169229,1.15974,9.72739,-2.22621,0.17394,-0.391645,0.0620845,9.13576,0.599417,2.70245,0.100545,-0.00439369,0.024443,-2.30517,-10.2332,-1.39268,-0.0228239,-0.242584,0.183005,-0.514018,10.1521,-2.85475,0.0800966,0.309407,-0.317025,4.69155,0.883595,9.08522,-0.125115,-0.188336,0.126499
0.006,4.45265,-3.39261,8.10957,0.00213925,-0.0516235,-0.0333851,-0.807681,-9.65042,-5.32969,-0.376292,-0.533751,0.171835,1.22084,9.68258,-2.24713,0.175625,-0.380796,0.0566862,9.16772,0.560704,2.70939,0.0872168,-0.0065362,0.0227235,-2.35729,-10.2361,-1.34994,-0.0238013,-0.253604,0.175535,-0.46493,10.0606,-2.75718,0.0648808,0.313326,-0.316843,4.67863,0.848491,9.07813,-0.120096,-0.187047,0.124802
0.007,4.42936,-3.37831,8.13515,0.0047045,-0.0511391,-0.0328883,-0.869635,-9.63571,-5.34993,-0.366512,-0.532292,0.174441,1.28193,9.63777,-2.26805,0.177311,-0.369948,0.051288,9.19969,0.521991,2.71633,0.0738887,-0.0086787,0.021004,-2.40941,-10.239,-1.3072,-0.0247788,-0.264624,0.168064,-0.415842,9.9692,-2.65961,0.0496649,0.317245,-0.31666,4.66571,0.813387,9.07105,-0.115078,-0.185759,0.123105
0.008,4.40606,-3.364,8.16072,0.00726975,-0.0506548,-0.0323916,-0.93159,-9.621,-5.37016,-0.356733,-0.530833,0.177047,1.34302,9.59297,-2.28898,0.178996,-0.3591,0.0458898,9.23166,0.483278,2.72327,0.0605607,-0.0108212,0.0192845,-2.46153,-10.2419,-1.26445,-0.0257562,-0.275643,0.160593,-0.366755,9.87776,-2.56204,0.0344491,0.321164,-0.316478,4.65278,0.778282,9.06396,-0.110059,-0.184471,0.121407
0.009,4.379,-3.35352,8.18346,0.00957747,-0.0505423,-0.0317516,-0.992297,-9.60271,-5.38626,-0.34669,-0.529889,0.17955,1.40753,9.55066,-2.31023,0.180669,-0.347602,0.0401649,9.25902,0.445649,2.73589,0.0482129,-0.013278,0.0177506,-2.51043,-10.2435,-1.22488,-0.0266015,-0.286594,0.15303,-0.311093,9.79207,-2.46479,0.0209599,0.324918,-0.31605,4.6423,0.744941,9.05531,-0.104837,-0.183568,0.1194
0.01,4.32185,-3.37364,8.1836,0.00982497,-0.0534051,-0.0299665,-1.04303,-9.55572,-5.36925,-0.33454,-0.533063,0.181228,1.49939,9.5284,-2.33407,0.182238,-0.330909,0.031826,9.24954,0.416685,2.79395,0.0437076,-0.018249,0.017702,-2.53354,-10.2356,-1.2107,-0.0263903,-0.296987,0.144725,-0.202841,9.75234,-2.37004,0.0212841,0.327354,-0.313651,4.65135,0.725705,9.03412,-0.0979926,-0.18574,0.114908
0.011,4.2647,-3.39377,8.18373,0.0100725,-0.0562679,-0.0281813,-1.09376,-9.50873,-5.35225,-0.322391,-0.536237,0.182905,1.59126,9.50614,-2.35791,0.183807,-0.314217,0.0234872,9.24007,0.387721,2.85201,0.0392023,-0.02322,0.0176534,-2.55665,-10.2276,-1.19651,-0.0261791,-0.30738,0.13642,-0.0945885,9.71261,-2.2753,0.0216084,0.32979,-0.311252,4.6604,0.70647,9.01294,-0.091148,-0.187912,0.110416
0.012,4.20755,-3.4139,8.18386,0.01032,-0.0591307,-0.0263962,-1.14449,-9.46174,-5.33524,-0.310241,-0.539412,0.184583,1.68312,9.48387,-2.38175,0.185375,-0.297524,0.0151483,9.2306,0.358757,2.91007,0.034697,-0.0281911,0.0176048,-2.57976,-10.2197,-1.18233,-0.0259679,-0.317773,0.128115,0.0136637,9.67288,-2.18056,0.0219326,0.332226,-0.308854,4.66945,0.687234,8.99175,-0.0843034,-0.190084,0.105924
0.013,4.1504,-3.43403,8.184,0.0105675,-0.0619935,-0.024611,-1.19522,-9.41475,-5.31824,-0.298091,-0.542586,0.18626,1.77498,9.46161,-2.40559,0.186944,-0.280831,0.00680951,9.22113,0.329793,2.96812,0.0301916,-0.0331621,0.0175561,-2.60287,-10.2117,-1.16815,-0.0257567,-0.328166,0.11981,0.121916,9.63315,-2.08582,0.0222568,0.334663,-0.306455,4.6785,0.667999,8.97056,-0.0774587,-0.192256,0.101432
0.014,4.06978,-3.48845,8.18191,0.0121547,-0.063843,-0.0269374,-1.23289,-9.36638,-5.29809,-0.286245,-0.548048,0.19187,1.86895,9.44372,-2.41308,0.18589,-0.261072,-0.00103764,9.21429,0.299336,3.00889,0.0314592,-0.0386667,0.0183231,-2.60189,-10.2096,-1.16476,-0.025074,-0.337152,0.11158,0.252988,9.58768,-1.97628,0.028495,0.335572,-0.305145,4.69234,0.65519,8.95451,-0.0699516,-0.193933,0.0971651
0.015,3.97741,-3.56003,8.17872,0.0144117,-0.0651857,-0.0313197,-1.26402,-9.31731,-5.27637,-0.274552,-0.554654,0.199446,1.96396,9.42802,-2.41238,0.183524,-0.23978,-0.00863895,9.20877,0.268131,3.041,0.0356131,-0.044438,0.0194978,-2.58886,-10.2106,-1.16677,-0.0241555,-0.345434,0.103389,0.395469,9.53934,-1.85934,0.0376902,0.335717,-0.304379,4.70857,0.645594,8.94102,-0.0621131,-0.195362,0.0930105
