Time,RT_accel.x,RT_accel.y,RT_accel.z,RT_gyro.x,RT_gyro.y,RT_gyro.z,LT_accel.x,LT_accel.y,LT_accel.z,LT_gyro.x,LT_gyro.y,LT_gyro.z,RS_accel.x,RS_accel.y,RS_accel.z,RS_gyro.x,RS_gyro.y,RS_gyro.z,LS_accel.x,LS_accel.y,LS_accel.z,LS_gyro.x,LS_gyro.y,LS_gyro.z,RF_accel.x,RF_accel.y,RF_accel.z,RF_gyro.x,RF_gyro.y,RF_gyro.z,LF_accel.x,LF_accel.y,LF_accel.z,LF_gyro.x,LF_gyro.y,LF_gyro.z,P_accel.x,P_accel.y,P_accel.z,P_gyro.x,P_gyro.y,P_gyro.z
0.0,-1.4719,9.58067,-1.96961,0.106996,0.426207,-0.16401,-1.93305,-9.10669,-2.2488,-0.413827,-1.10402,-0.085132,0.571301,9.58877,-1.52149,-0.0229631,0.0880592,-0.236299,1.91135,-8.92496,1.29642,-0.996473,-1.07779,-0.901985,4.98362,-2.38049,8.14195,0.00811641,-0.0359185,0.0536199,2.08866,1.96626,8.46819,2.16473,0.50271,-0.284705,9.7596,0.867078,1.63352,0.480558,-0.137435,-0.114005
0.001,-1.47745,9.56828,-1.92524,0.11033,0.423796,-0.165435,-1.74933,-9.01409,-2.39591,-0.420963,-1.03964,-0.0730199,0.591841,9.59263,-1.54465,-0.0250162,0.0900701,-0.234113,1.88062,-8.95961,1.37541,-0.994157,-1.03254,-0.90232,4.96303,-2.40013,8.13223,0.00834104,-0.0345588,0.052018,2.30638,1.87065,8.55937,2.12161,0.522289,-0.281314,9.7382,0.867819,1.59361,0.486312,-0.133908,-0.112397
0.002,-1.483,9.5559,-1.88087,0.113664,0.421385,-0.16686,-1.56561,-8.92148,-2.54302,-0.428098,-0.975254,-0.0609078,0.612382,9.59648,-1.56782,-0.0270694,0.0920809,-0.231928,1.84989,-8.99427,1.45439,-0.99184,-0.987298,-0.902655,4.94245,-2.41977,8.12251,0.00856566,-0.0331991,0.0504161,2.52411,1.77505,8.65056,2.0785,0.541868,-0.277922,9.71681,0.868559,1.5537,0.492065,-0.13038,-0.110788
0.003,-1.48855,9.54351,-1.8365,0.116998,0.418975,-0.168285,-1.38189,-8.82887,-2.69013,-0.435234,-0.910868,-0.0487957,0.632922,9.60034,-1.59098,-0.0291226,0.0940917,-0.229742,1.81916,-9.02892,1.53338,-0.989523,-0.942055,-0.90299,4.92186,-2.4394,8.11279,0.00879029,-0.0318393,0.0488142,2.74183,1.67944,8.74175,2.03538,0.561448,-0.274531,9.69542,0.869299,1.51379,0.497819,-0.126852,-0.10918
0.004,-1.4941,9.53113,-1.79213,0.120332,0.416564,-0.169709,-1.19817,-8.73626,-2.83724,-0.44237,-0.846483,-0.0366836,0.653462,9.60419,-1.61414,-0.0311757,0.0961026,-0.227556,1.78843,-9.06357,1.61236,-0.987207,-0.896811,-0.903325,4.90128,-2.45904,8.10306,0.00901491,-0.0304796,0.0472123,2.95955,1.58384,8.83294,1.99227,0.581027,-0.271139,9.67402,0.87004,1.47387,0.503572,-0.123325,-0.107571
0.005,-1.48978,9.51386,-1.75162,0.123231,0.413104,-0.17182,-1.00387,-8.6675,-2.95055,-0.450354,-0.783979,-0.0250706,0.675291,9.60169,-1.63713,-0.0334915,0.095972,-0.225908,1.75804,-9.11294,1.70776,-0.984519,-0.854713,-0.904153,4.89497,-2.48623,8.08693,0.0103456,-0.0292559,0.045853,3.13701,1.49962,8.9046,1.9455,0.601514,-0.271306,9.65049,0.876079,1.44261,0.509855,-0.120958,-0.107078
0.006,-1.47757,9.4927,-1.71419,0.125783,0.408804,-0.174479,-0.801117,-8.6178,-3.03681,-0.459017,-0.722982,-0.0138569,0.69815,9.59411,-1.65997,-0.0360175,0.0941282,-0.22469,1.72794,-9.17409,1.81628,-0.981533,-0.815131,-0.905375,4.90008,-2.51946,8.06567,0.0125613,-0.0281409,0.0446876,3.28227,1.42452,8.96065,1.89581,0.622727,-0.274319,9.62525,0.886358,1.41826,0.516561,-0.11952,-0.107477
0.007,-1.46536,9.47154,-1.67676,0.128335,0.404504,-0.177138,-0.598363,-8.56811,-3.12308,-0.46768,-0.661985,-0.00264317,0.721009,9.58653,-1.68281,-0.0385435,0.0922845,-0.223471,1.69784,-9.23524,1.92481,-0.978548,-0.77555,-0.906598,4.90519,-2.55268,8.04441,0.0147769,-0.0270259,0.0435223,3.42752,1.34942,9.0167,1.84612,0.64394,-0.277332,9.60001,0.896636,1.3939,0.523266,-0.118081,-0.107876
0.008,-1.45314,9.45038,-1.63933,0.130887,0.400204,-0.179797,-0.39561,-8.51841,-3.20934,-0.476343,-0.600988,0.00857055,0.743869,9.57895,-1.70565,-0.0410694,0.0904407,-0.222253,1.66774,-9.29638,2.03333,-0.975562,-0.735968,-0.90782,4.9103,-2.58591,8.02315,0.0169925,-0.0259109,0.042357,3.57277,1.27431,9.07274,1.79642,0.665153,-0.280344,9.57477,0.906915,1.36955,0.529972,-0.116643,-0.108275
0.009,-1.44656,9.42824,-1.59981,0.133513,0.395091,-0.182138,-0.195322,-8.46666,-3.29025,-0.484612,-0.540951,0.0199628,0.763657,9.57092,-1.72998,-0.0433238,0.0885783,-0.220981,1.63304,-9.36217,2.14352,-0.972116,-0.697072,-0.908938,4.91635,-2.61608,8.00198,0.0193318,-0.0248122,0.0410763,3.70323,1.20237,9.12428,1.74764,0.685091,-0.284754,9.54959,0.919765,1.34695,0.536427,-0.1155,-0.108591
