Time,RF_accel.x,RF_accel.y,RF_accel.z,RF_gyro.x,RF_gyro.y,RF_gyro.z,RS_accel.x,RS_accel.y,RS_accel.z,RS_gyro.x,RS_gyro.y,RS_gyro.z,RT_accel.x,RT_accel.y,RT_accel.z,RT_gyro.x,RT_gyro.y,RT_gyro.z,LF_accel.x,LF_accel.y,LF_accel.z,LF_gyro.x,LF_gyro.y,LF_gyro.z,LT_accel.x,LT_accel.y,LT_accel.z,LT_gyro.x,LT_gyro.y,LT_gyro.z,P_accel.x,P_accel.y,P_accel.z,P_gyro.x,P_gyro.y,P_gyro.z,LS_accel.x,LS_accel.y,LS_accel.z,LS_gyro.x,LS_gyro.y,LS_gyro.z
0.0,4.854,-1.76502,8.21333,-0.0309359,0.000693046,0.019542,0.140981,9.66775,-1.26951,0.0233865,0.0271539,0.00534676,-0.976618,9.62034,-0.161291,0.00116127,0.238313,-0.0792011,4.8519,1.1585,8.73688,-0.0348856,0.00732528,0.0298849,-2.60831,-9.23477,-2.21978,-0.0419896,-0.113803,-0.029973,8.83114,-1.88198,3.95925,0.15211,-0.0220564,0.0465817,0.722072,-9.84877,-0.461593,-0.0289513,0.024495,0.00892299
0.001,4.86432,-1.76803,8.21254,-0.0309723,-0.00015313,0.020647,0.162166,9.67808,-1.2538,0.0237454,0.0278793,0.00389722,-0.957952,9.614,-0.184506,0.000677117,0.23836,-0.077734,4.84852,1.16847,8.73465,-0.0347481,0.00702569,0.0299769,-2.61173,-9.24469,-2.20065,-0.0413939,-0.111693,-0.0295257,8.83474,-1.8666,3.95484,0.150116,-0.0219162,0.0455362,0.694738,-9.85916,-0.459178,-0.0271577,0.0243478,0.00919879
0.002,4.87465,-1.77105,8.21175,-0.0310087,-0.000999305,0.021752,0.183351,9.68841,-1.23808,0.0241042,0.0286047,0.00244768,-0.939285,9.60766,-0.20772,0.00019296,0.238408,-0.0762669,4.84513,1.17843,8.73241,-0.0346106,0.00672609,0.030069,-2.61516,-9.25462,-2.18153,-0.0407982,-0.109582,-0.0290785,8.83835,-1.85122,3.95044,0.148121,-0.021776,0.0444907,0.667403,-9.86956,-0.456763,-0.0253641,0.0242006,0.00947459
0.003,4.88497,-1.77406,8.21096,-0.0310451,-0.00184548,0.022857,0.204536,9.69875,-1.22236,0.0244631,0.0293302,0.000998138,-0.920619,9.60133,-0.230935,-0.000291198,0.238455,-0.0747998,4.84174,1.1884,8.73018,-0.0344732,0.00642649,0.0301611,-2.61858,-9.26454,-2.1624,-0.0402024,-0.107472,-0.0286313,8.84196,-1.83584,3.94603,0.146126,-0.0216358,0.0434452,0.640069,-9.87995,-0.454349,-0.0235706,0.0240533,0.00975039
0.004,4.8953,-1.77708,8.21017,-0.0310815,-0.00269166,0.023962,0.225721,9.70908,-1.20664,0.024822,0.0300556,-0.000451404,-0.901952,9.59499,-0.25415,-0.000775355,0.238502,-0.0733327,4.83835,1.19837,8.72795,-0.0343357,0.0061269,0.0302532,-2.622,-9.27447,-2.14328,-0.0396067,-0.105361,-0.028184,8.84557,-1.82046,3.94162,0.144132,-0.0214957,0.0423997,0.612734,-9.89035,-0.451934,-0.021777,0.0239061,0.0100262
0.005,4.90714,-1.78061,8.21583,-0.0309679,-0.00384801,0.0251928,0.233367,9.71533,-1.20142,0.0240468,0.0311857,-0.00149119,-0.881021,9.57862,-0.269598,0.00159684,0.237878,-0.071869,4.84188,1.19477,8.72783,-0.0340449,0.00551077,0.0305011,-2.62813,-9.2697,-2.13436,-0.0389862,-0.104309,-0.0276563,8.84954,-1.80936,3.94725,0.143522,-0.021893,0.0418851,0.589853,-9.89852,-0.450919,-0.0212046,0.0243734,0.00994328
0.006,4.9202,-1.78456,8.22665,-0.0307344,-0.00525251,0.0265241,0.230182,9.71832,-1.20461,0.0223641,0.0326395,-0.00220317,-0.858277,9.55423,-0.278833,0.00625411,0.236718,-0.0704082,4.85095,1.18031,8.72939,-0.0336315,0.00464143,0.0308737,-2.63641,-9.25318,-2.1336,-0.0383459,-0.104104,-0.0270641,8.8538,-1.80169,3.96089,0.144019,-0.0227203,0.041795,0.570533,-9.90491,-0.451023,-0.0216091,0.0253324,0.00957339
0.007,4.93326,-1.78851,8.23747,-0.0305009,-0.00665701,0.0278554,0.226997,9.72131,-1.20779,0.0206815,0.0340933,-0.00291515,-0.835533,9.52984,-0.288068,0.0109114,0.235558,-0.0689473,4.86001,1.16586,8.73096,-0.033218,0.00377209,0.0312462,-2.6447,-9.23666,-2.13284,-0.0377056,-0.103899,-0.0264718,8.85806,-1.79402,3.97454,0.144516,-0.0235476,0.041705,0.551213,-9.91129,-0.451127,-0.0220136,0.0262913,0.00920349
0.008,4.94632,-1.79246,8.24829,-0.0302674,-0.00806151,0.0291867,0.223812,9.7243,-1.21097,0.0189989,0.0355471,-0.00362713,-0.812789,9.50544,-0.297302,0.0155687,0.234398,-0.0674865,4.86908,1.15141,8.73254,-0.0328045,0.00290275,0.0316188,-2.65299,-9.22014,-2.13209,-0.0370652,-0.103694,-0.0258796,8.86232,-1.78635,3.98818,0.145013,-0.024375,0.041615,0.531893,-9.91768,-0.451232,-0.0224181,0.0272503,0.0088336
0.009,4.95686,-1.79572,8.25775,-0.0300892,-0.0093333,0.0301608,0.219593,9.7255,-1.21511,0.0173136,0.0368746,-0.00434326,-0.793572,9.48653,-0.300933,0.0195904,0.233048,-0.0661315,4.87707,1.13565,8.73345,-0.0324505,0.00221085,0.0318826,-2.66233,-9.20601,-2.13368,-0.0363904,-0.103277,-0.0255091,8.86156,-1.78131,3.997,0.145759,-0.0248539,0.0413403,0.514234,-9.92194,-0.450725,-0.0228813,0.0282743,0.00851041
0.01,4.94718,-1.79351,8.25641,-0.0303535,-0.00954335,0.0282773,0.207111,9.71243,-1.22694,0.015606,0.037192,-0.00509262,-0.802569,9.5114,-0.259737,0.0185281,0.230185,-0.0656237,4.87653,1.10948,8.72908,-0.0325718,0.00293845,0.0312763,-2.68008,-9.21102,-2.15404,-0.0354394,-0.101165,-0.026912,8.82065,-1.79737,3.96719,0.148488,-0.0225455,0.0395879,0.509871,-9.90914,-0.445331,-0.0238136,0.0298194,0.00856078
0.011,4.9375,-1.7913,8.25506,-0.0306178,-0.00975339,0.0263939,0.194629,9.69936,-1.23877,0.0138985,0.0375093,-0.00584197,-0.811566,9.53627,-0.21854,0.0174658,0.227322,-0.0651158,4.87598,1.08331,8.72472,-0.0326931,0.00366606,0.0306699,-2.69783,-9.21603,-2.1744,-0.0344884,-0.0990527,-0.0283148,8.77974,-1.81344,3.93738,0.151218,-0.0202372,0.0378355,0.505508,-9.89634,-0.439937,-0.024746,0.0313644,0.00861116
0.012,4.92782,-1.78909,8.25371,-0.0308821,-0.00996344,0.0245104,0.182147,9.68629,-1.2506,0.012191,0.0378266,-0.00659132,-0.820562,9.56114,-0.177343,0.0164035,0.224458,-0.064608,4.87544,1.05713,8.72036,-0.0328144,0.00439367,0.0300636,-2.71559,-9.22105,-2.19477,-0.0335373,-0.0969405,-0.0297177,8.73883,-1.8295,3.90757,0.153948,-0.0179288,0.0360831,0.501145,-9.88354,-0.434544,-0.0256783,0.0329094,0.00866153
0.013,4.91814,-1.78688,8.25237,-0.0311465,-0.0101735,0.0226269,0.169665,9.67322,-1.26243,0.0104835,0.0381439,-0.00734068,-0.829559,9.58601,-0.136147,0.0153412,0.221595,-0.0641001,4.87489,1.03096,8.716,-0.0329357,0.00512128,0.0294573,-2.73334,-9.22606,-2.21513,-0.0325863,-0.0948283,-0.0311206,8.69792,-1.84556,3.87776,0.156678,-0.0156204,0.0343308,0.496782,-9.87074,-0.42915,-0.0266107,0.0344544,0.0087119
0.014,4.90902,-1.78617,8.23835,-0.0310447,-0.00958042,0.0214941,0.170339,9.6545,-1.26633,0.0104945,0.0389586,-0.00872597,-0.822639,9.59169,-0.139889,0.0156118,0.221408,-0.0645625,4.87315,1.02973,8.71178,-0.03242,0.0061684,0.0284467,-2.74334,-9.21602,-2.21815,-0.0313441,-0.0929863,-0.0304072,8.7159,-1.83519,3.86518,0.155664,-0.0155952,0.0339352,0.492419,-9.87164,-0.423147,-0.0268286,0.0348989,0.00776777
0.015,4.90018,-1.78621,8.21801,-0.03076,-0.0085858,0.0207365,0.17759,9.63297,-1.26627,0.0113648,0.040022,-0.0104292,-0.80776,9.58777,-0.166101,0.0165489,0.222559,-0.06551,4.87081,1.04098,8.70762,-0.0315856,0.00737529,0.027234,-2.74947,-9.19844,-2.21249,-0.0299562,-0.0912795,-0.0286356,8.76332,-1.81161,3.86121,0.152778,-0.0167114,0.0342182,0.488056,-9.87939,-0.416841,-0.0266892,0.0347931,0.00632639
0.016,4.89134,-1.78624,8.19767,-0.0304752,-0.00759118,0.0199789,0.184841,9.61143,-1.26622,0.012235,0.0410853,-0.0121325,-0.792881,9.58385,-0.192313,0.017486,0.22371,-0.0664575,4.86848,1.05223,8.70347,-0.0307513,0.00858217,0.0260213,-2.7556,-9.18086,-2.20683,-0.0285683,-0.0895726,-0.026864,8.81075,-1.78803,3.85725,0.149892,-0.0178277,0.0345011,0.483693,-9.88713,-0.410534,-0.0265498,0.0346873,0.004885
0.017,4.8825,-1.78628,8.17732,-0.0301905,-0.00659655,0.0192213,0.192092,9.5899,-1.26616,0.0131053,0.0421487,-0.0138357,-0.778001,9.57993,-0.218525,0.0184231,0.224862,-0.067405,4.86614,1.06347,8.69932,-0.029917,0.00978905,0.0248085,-2.76173,-9.16328,-2.20117,-0.0271804,-0.0878658,-0.0250924,8.85817,-1.76445,3.85328,0.147006,-0.018944,0.034784,0.47933,-9.89488,-0.404227,-0.0264105,0.0345815,0.00344362
0.018,4.8763,-1.7817,8.16014,-0.0301634,-0.00555328,0.0189776,0.196156,9.57163,-1.26566,0.013929,0.0431619,-0.0151319,-0.769992,9.57473,-0.236789,0.0188856,0.225593,-0.0675558,4.8639,1.07614,8.69681,-0.0291859,0.0107174,0.0236806,-2.76764,-9.1556,-2.19605,-0.025819,-0.0858664,-0.0240648,8.89336,-1.7375,3.85315,0.144814,-0.0194779,0.0350619,0.474013,-9.90615,-0.401214,-0.0264418,0.0342835,0.0018524
0.019,4.87933,-1.76097,8.15405,-0.0310381,-0.00433976,0.0205324,0.189063,9.56482,-1.26363,0.01459,0.0439999,-0.0150035,-0.786024,9.56505,-0.227232,0.0176873,0.224855,-0.0649182,4.86204,1.09379,8.70003,-0.0288163,0.0106707,0.0228492,-2.77281,-9.18256,-2.19281,-0.0245503,-0.0828432,-0.0256411,8.88569,-1.69873,3.86643,0.145049,-0.0179736,0.0353221,0.465358,-9.92977,-0.409728,-0.0270704,0.0333131,-0.000263211
0.02,4.88237,-1.74024,8.14795,-0.0319127,-0.00312624,0.0220872,0.18197,9.55801,-1.2616,0.0152509,0.0448378,-0.0148751,-0.802056,9.55536,-0.217676,0.0164889,0.224117,-0.0622807,4.86017,1.11145,8.70324,-0.0284466,0.0106241,0.0220178,-2.77797,-9.20952,-2.18956,-0.0232816,-0.07982,-0.0272174,8.87803,-1.65996,3.87971,0.145284,-0.0164693,0.0355823,0.456702,-9.95339,-0.418242,-0.027699,0.0323427,-0.00237883
0.021,4.88541,-1.71951,8.14186,-0.0327874,-0.00191271,0.0236421,0.174877,9.5512,-1.25957,0.0159118,0.0456757,-0.0147466,-0.818088,9.54567,-0.208119,0.0152905,0.223379,-0.0596431,4.8583,1.1291,8.70646,-0.028077,0.0105774,0.0211864,-2.78314,-9.23648,-2.18632,-0.0220129,-0.0767967,-0.0287936,8.87036,-1.6212,3.893,0.145519,-0.014965,0.0358425,0.448047,-9.97702,-0.426757,-0.0283276,0.0313724,-0.00449444
0.022,4.88844,-1.69878,8.13577,-0.0336621,-0.000699189,0.0251969,0.167783,9.54439,-1.25753,0.0165728,0.0465136,-0.0146182,-0.834121,9.53598,-0.198563,0.0140921,0.22264,-0.0570056,4.85644,1.14675,8.70968,-0.0277073,0.0105308,0.020355,-2.78831,-9.26344,-2.18307,-0.0207442,-0.0737735,-0.0303699,8.8627,-1.58243,3.90628,0.145754,-0.0134607,0.0361027,0.439391,-10.0006,-0.435271,-0.0289562,0.030402,-0.00661006
0.023,4.89169,-1.70037,8.13805,-0.0335228,-0.000540727,0.0249864,0.160357,9.54302,-1.25656,0.0158267,0.0473723,-0.0144088,-0.829218,9.53716,-0.200084,0.013267,0.21933,-0.0556754,4.84578,1.14961,8.70755,-0.0270457,0.00986695,0.0208042,-2.77142,-9.27091,-2.17742,-0.0218064,-0.0712812,-0.0287385,8.85486,-1.60014,3.90566,0.145642,-0.0128844,0.0368947,0.442588,-9.99848,-0.440538,-0.0290307,0.0306922,-0.00524932
0.024,4.89499,-1.70835,8.14272,-0.0330939,-0.000683711,0.0242714,0.152835,9.54321,-1.25589,0.0146788,0.048237,-0.0141763,-0.818334,9.54144,-0.20477,0.0125486,0.215285,-0.0547188,4.8326,1.14824,8.70388,-0.0263005,0.0090268,0.0216193,-2.74823,-9.27281,-2.17108,-0.0235347,-0.0689406,-0.0261906,8.84697,-1.63399,3.90107,0.145431,-0.0125732,0.0378387,0.449171,-9.98895,-0.444877,-0.028947,0.0313427,-0.00289533
0.025,4.8983,-1.71633,8.14739,-0.0326649,-0.000826694,0.0235565,0.145314,9.5434,-1.25522,0.0135308,0.0491017,-0.0139439,-0.80745,9.54572,-0.209456,0.0118301,0.211239,-0.0537621,4.81942,1.14686,8.70022,-0.0255554,0.00818665,0.0224344,-2.72504,-9.27472,-2.16474,-0.025263,-0.0665999,-0.0236427,8.83908,-1.66784,3.89648,0.14522,-0.0122621,0.0387827,0.455754,-9.97942,-0.449216,-0.0288633,0.0319932,-0.000541351
0.026,4.90161,-1.72431,8.15207,-0.032236,-0.000969678,0.0228416,0.137792,9.54358,-1.25455,0.0123828,0.0499664,-0.0137114,-0.796565,9.55001,-0.214142,0.0111117,0.207194,-0.0528055,4.80625,1.14549,8.69655,-0.0248103,0.0073465,0.0232495,-2.70185,-9.27662,-2.1584,-0.0269912,-0.0642593,-0.0210948,8.83118,-1.70169,3.89189,0.145009,-0.0119509,0.0397267,0.462337,-9.9699,-0.453555,-0.0287796,0.0326437,0.00181263
0.027,4.90402,-1.73141,8.15935,-0.0320858,-0.000861356,0.0221614,0.137175,9.54324,-1.2484,0.0114564,0.0505958,-0.013428,-0.786204,9.5529,-0.225231,0.0105499,0.20457,-0.0520659,4.80116,1.1362,8.69718,-0.0239901,0.00667679,0.023908,-2.69305,-9.2803,-2.15211,-0.0282871,-0.0624256,-0.0193073,8.82514,-1.72779,3.89127,0.145184,-0.0121379,0.0406818,0.46662,-9.95408,-0.451631,-0.0295816,0.0327372,0.00351706
0.028,4.90463,-1.73676,8.17186,-0.032493,-0.000250423,0.0215504,0.150365,9.54182,-1.2313,0.0109732,0.0507549,-0.013043,-0.776889,9.55302,-0.249123,0.0103015,0.204786,-0.0517603,4.81226,1.11105,8.70638,-0.02302,0.00634798,0.0242531,-2.71303,-9.28754,-2.14592,-0.0287184,-0.0616057,-0.0190403,8.8228,-1.7384,3.89862,0.146129,-0.0133212,0.0416592,0.466306,-9.92567,-0.437182,-0.0321551,0.0317169,0.00392238
0.029,4.90525,-1.74211,8.18438,-0.0329003,0.00036051,0.0209395,0.163556,9.5404,-1.21419,0.01049,0.050914,-0.0126579,-0.767573,9.55313,-0.273016,0.0100531,0.205003,-0.0514548,4.82335,1.08591,8.71559,-0.0220498,0.00601916,0.0245981,-2.73301,-9.29478,-2.13973,-0.0291496,-0.0607859,-0.0187734,8.82046,-1.74901,3.90596,0.147074,-0.0145045,0.0426366,0.465992,-9.89727,-0.422733,-0.0347285,0.0306966,0.00432771
0.03,4.90587,-1.74745,8.19689,-0.0333076,0.000971443,0.0203286,0.176746,9.53898,-1.19709,0.0100068,0.0510731,-0.0122728,-0.758258,9.55325,-0.296909,0.00980463,0.20522,-0.0511493,4.83445,1.06076,8.7248,-0.0210796,0.00569035,0.0249432,-2.75298,-9.30202,-2.13354,-0.0295809,-0.059966,-0.0185065,8.81812,-1.75962,3.91331,0.14802,-0.0156877,0.043614,0.465678,-9.86887,-0.408284,-0.0373019,0.0296763,0.00473303
0.031,4.90648,-1.7528,8.2094,-0.0337149,0.00158238,0.0197176,0.189937,9.53756,-1.17998,0.00952365,0.0512322,-0.0118877,-0.748942,9.55336,-0.320802,0.00955621,0.205436,-0.0508438,4.84555,1.03562,8.73401,-0.0201095,0.00536153,0.0252883,-2.77296,-9.30927,-2.12735,-0.0300121,-0.0591461,-0.0182395,8.81578,-1.77023,3.92065,0.148965,-0.016871,0.0445914,0.465363,-9.84046,-0.393834,-0.0398753,0.0286559,0.00513835
0.032,4.90468,-1.75345,8.21832,-0.032858,0.00238521,0.0200285,0.190476,9.54007,-1.18601,0.0103577,0.0507047,-0.0134552,-0.789229,9.55735,-0.307431,0.00907478,0.204705,-0.048568,4.85895,1.03558,8.73844,-0.0192601,0.00629108,0.0243435,-2.76805,-9.30816,-2.13983,-0.0286773,-0.0582917,-0.0180682,8.83728,-1.74494,3.92331,0.15188,-0.0168078,0.0464262,0.486747,-9.86015,-0.382538,-0.0420348,0.0280954,0.00344144
0.033,4.90258,-1.7535,8.22679,-0.031843,0.00321202,0.0204547,0.189434,9.54308,-1.19492,0.0113565,0.0500913,-0.0152667,-0.835716,9.56182,-0.289402,0.00856423,0.203856,-0.0460459,4.87264,1.03869,8.74227,-0.0184257,0.00737792,0.0232375,-2.76003,-9.30601,-2.15465,-0.0271218,-0.0574329,-0.0179089,8.86176,-1.71517,3.92538,0.155041,-0.0165887,0.0483681,0.510843,-9.88585,-0.371635,-0.0441426,0.0275924,0.00148174
