Time,RF_accel.x,RF_accel.y,RF_accel.z,RF_gyro.x,RF_gyro.y,RF_gyro.z,RS_accel.x,RS_accel.y,RS_accel.z,RS_gyro.x,RS_gyro.y,RS_gyro.z,RT_accel.x,RT_accel.y,RT_accel.z,RT_gyro.x,RT_gyro.y,RT_gyro.z,LF_accel.x,LF_accel.y,LF_accel.z,LF_gyro.x,LF_gyro.y,LF_gyro.z,LT_accel.x,LT_accel.y,LT_accel.z,LT_gyro.x,LT_gyro.y,LT_gyro.z,P_accel.x,P_accel.y,P_accel.z,P_gyro.x,P_gyro.y,P_gyro.z,LS_accel.x,LS_accel.y,LS_accel.z,LS_gyro.x,LS_gyro.y,LS_gyro.z
0.0,4.93593,-2.34891,8.00087,-0.0257227,0.00815144,0.00954433,0.140327,9.62653,-1.27003,-0.003195,-0.0293283,-0.00147423,-0.851208,9.61652,1.03711,-0.0082068,0.0878316,-0.018606,4.762,1.41553,8.63861,-0.00192549,-0.00247294,0.0120579,-1.39986,-9.72345,-1.08773,-0.0167069,-0.0659314,0.00852,9.5252,-0.555836,2.31333,0.140749,0.0841858,-0.0118674,0.0852895,-9.96178,-1.54036,-0.0439149,0.0135664,-0.0199278
0.001,4.94224,-2.33798,8.00781,-0.0260021,0.00695981,0.00915583,0.112476,9.62588,-1.27009,-0.00330958,-0.0289597,-0.000126734,-0.85446,9.60632,1.01784,-0.00811055,0.0855101,-0.0195976,4.77965,1.41926,8.63507,-0.00111547,-0.0026354,0.0122204,-1.37083,-9.72852,-1.08256,-0.0174984,-0.0676287,0.00867936,9.51096,-0.534336,2.30463,0.139269,0.0870411,-0.00752076,0.0670676,-9.94693,-1.54395,-0.0443359,0.0141936,-0.0211219
0.002,4.94855,-2.32705,8.01475,-0.0262816,0.00576818,0.00876732,0.0846251,9.62523,-1.27014,-0.00342416,-0.0285911,0.00122076,-0.857712,9.59612,0.998564,-0.0080143,0.0831886,-0.0205892,4.7973,1.42298,8.63153,-0.000305452,-0.00279787,0.0123829,-1.3418,-9.73358,-1.07738,-0.0182899,-0.0693259,0.00883873,9.49673,-0.512837,2.29593,0.137789,0.0898964,-0.00317409,0.0488457,-9.93209,-1.54754,-0.0447569,0.0148208,-0.022316
0.003,4.95486,-2.31611,8.02169,-0.026561,0.00457655,0.00837882,0.0567744,9.62458,-1.2702,-0.00353875,-0.0282225,0.00256825,-0.860964,9.58592,0.979288,-0.00791805,0.0808671,-0.0215808,4.81495,1.42671,8.628,0.000504567,-0.00296033,0.0125453,-1.31276,-9.73864,-1.07221,-0.0190814,-0.0710232,0.0089981,9.48249,-0.491338,2.28723,0.136309,0.0927517,0.00117258,0.0306238,-9.91724,-1.55113,-0.0451779,0.015448,-0.0235101
0.004,4.96117,-2.30518,8.02862,-0.0268405,0.00338492,0.00799032,0.0289236,9.62393,-1.27026,-0.00365333,-0.0278538,0.00391574,-0.864217,9.57572,0.960013,-0.0078218,0.0785457,-0.0225723,4.8326,1.43044,8.62446,0.00131459,-0.00312279,0.0127078,-1.28373,-9.74371,-1.06704,-0.019873,-0.0727204,0.00915746,9.46825,-0.469839,2.27853,0.134828,0.0956069,0.00551924,0.0124019,-9.9024,-1.55472,-0.0455989,0.0160752,-0.0247042
0.005,4.95689,-2.29957,8.02745,-0.0274116,0.0024984,0.00772916,0.0279542,9.62905,-1.26803,-0.00384099,-0.0273607,0.00455007,-0.857598,9.57481,0.948603,-0.0079135,0.0767667,-0.0233239,4.83922,1.42847,8.62732,0.00162523,-0.00287614,0.0122486,-1.26846,-9.75099,-1.0696,-0.0210304,-0.075267,0.00891411,9.46264,-0.480782,2.2806,0.13351,0.0955279,0.00729062,0.0216475,-9.90019,-1.54894,-0.0457447,0.0163432,-0.0252215
0.006,4.94414,-2.29821,8.01979,-0.028216,0.00185595,0.00756988,0.0484899,9.63879,-1.26397,-0.00408711,-0.026768,0.00461386,-0.843082,9.58134,0.943485,-0.00815556,0.0754218,-0.0238833,4.837,1.42194,8.63529,0.00153639,-0.00230221,0.011292,-1.26419,-9.76006,-1.07835,-0.0224806,-0.0784931,0.0083486,9.46394,-0.51768,2.29129,0.132322,0.0931015,0.00700177,0.0528671,-9.90808,-1.53566,-0.0456703,0.0163238,-0.0251973
0.007,4.9314,-2.29686,8.01213,-0.0290203,0.00121351,0.0074106,0.0690256,9.64852,-1.25991,-0.00433324,-0.0261753,0.00467765,-0.828566,9.58787,0.938367,-0.00839763,0.0740768,-0.0244428,4.83479,1.41541,8.64326,0.00144754,-0.00172827,0.0103354,-1.25991,-9.76912,-1.08709,-0.0239309,-0.0817192,0.00778308,9.46523,-0.554577,2.30197,0.131134,0.0906751,0.00671291,0.0840867,-9.91597,-1.52238,-0.045596,0.0163044,-0.025173
0.008,4.91865,-2.29551,8.00447,-0.0298247,0.000571062,0.00725131,0.0895612,9.65825,-1.25585,-0.00457936,-0.0255826,0.00474144,-0.81405,9.5944,0.933249,-0.00863969,0.0727318,-0.0250023,4.83258,1.40888,8.65124,0.00135869,-0.00115433,0.00937888,-1.25564,-9.77818,-1.09583,-0.0253811,-0.0849453,0.00721756,9.46653,-0.591475,2.31266,0.129946,0.0882486,0.00642405,0.115306,-9.92387,-1.5091,-0.0455216,0.0162851,-0.0251488
0.009,4.90827,-2.29349,7.99675,-0.0304935,-1.83e-05,0.00713665,0.107672,9.66514,-1.25198,-0.00470362,-0.0248349,0.00479209,-0.799056,9.60058,0.932246,-0.00888175,0.0712683,-0.0254852,4.83233,1.40371,8.65844,0.0011017,-0.000714382,0.0084586,-1.25165,-9.78557,-1.10308,-0.0267586,-0.0879425,0.00660746,9.46367,-0.626092,2.32197,0.12891,0.0859154,0.00594463,0.145761,-9.93044,-1.49965,-0.0454456,0.0161416,-0.0250848
