Time,RF_accel.x,RF_accel.y,RF_accel.z,RF_gyro.x,RF_gyro.y,RF_gyro.z,RS_accel.x,RS_accel.y,RS_accel.z,RS_gyro.x,RS_gyro.y,RS_gyro.z,RT_accel.x,RT_accel.y,RT_accel.z,RT_gyro.x,RT_gyro.y,RT_gyro.z,LF_accel.x,LF_accel.y,LF_accel.z,LF_gyro.x,LF_gyro.y,LF_gyro.z,LT_accel.x,LT_accel.y,LT_accel.z,LT_gyro.x,LT_gyro.y,LT_gyro.z,P_accel.x,P_accel.y,P_accel.z,P_gyro.x,P_gyro.y,P_gyro.z,LS_accel.x,LS_accel.y,LS_accel.z,LS_gyro.x,LS_gyro.y,LS_gyro.z
0.0,4.93599,-1.85095,8.11877,0.00885551,0.0289009,-0.00634629,0.1286,9.58682,-1.20308,-0.0376316,0.03621,0.0295143,-1.13819,9.5238,-0.221008,-0.000735192,-0.0030301,0.0676722,4.80441,1.28845,8.65865,-0.00534426,0.0117535,0.00110353,-2.60443,-9.24036,-2.24332,-0.0148095,0.0401685,-0.031488,8.91243,-1.96367,3.6937,-0.11172,0.0196147,0.0292699,0.427935,-9.91385,-0.497703,-0.0942189,0.0459036,-0.0238643
0.001,4.94077,-1.85451,8.12565,0.00810503,0.0287887,-0.0075458,0.125099,9.56914,-1.24936,-0.0390943,0.0362638,0.028105,-1.11432,9.52279,-0.225866,-0.00103291,-0.00552587,0.0664247,4.82478,1.23642,8.67346,-0.00552157,0.0122603,0.00150888,-2.55563,-9.26754,-2.22871,-0.0146172,0.0394185,-0.0328643,8.9121,-1.9727,3.70302,-0.113065,0.0203541,0.0301172,0.432465,-9.92867,-0.512999,-0.0955889,0.0457142,-0.0243204
0.002,4.94556,-1.85807,8.13253,0.00735456,0.0286766,-0.00874531,0.121598,9.55147,-1.29564,-0.0405569,0.0363176,0.0266957,-1.09046,9.52179,-0.230724,-0.00133064,-0.00802164,0.0651773,4.84514,1.18439,8.68827,-0.00569888,0.0127672,0.00191423,-2.50684,-9.29473,-2.2141,-0.0144249,0.0386686,-0.0342406,8.91177,-1.98173,3.71233,-0.114411,0.0210935,0.0309644,0.436995,-9.94348,-0.528295,-0.0969589,0.0455247,-0.0247766
0.003,4.95034,-1.86163,8.13942,0.00660408,0.0285644,-0.00994482,0.118097,9.53379,-1.34192,-0.0420196,0.0363714,0.0252864,-1.06659,9.52079,-0.235582,-0.00162836,-0.0105174,0.0639298,4.8655,1.13236,8.70308,-0.00587618,0.013274,0.00231958,-2.45804,-9.32191,-2.19949,-0.0142327,0.0379186,-0.0356168,8.91145,-1.99076,3.72165,-0.115756,0.0218329,0.0318116,0.441525,-9.95829,-0.543591,-0.098329,0.0453353,-0.0252328
0.004,4.95512,-1.86519,8.1463,0.0058536,0.0284523,-0.0111443,0.114596,9.51611,-1.3882,-0.0434822,0.0364252,0.0238771,-1.04273,9.51979,-0.24044,-0.00192608,-0.0130132,0.0626824,4.88586,1.08033,8.71789,-0.00605349,0.0137808,0.00272493,-2.40924,-9.34909,-2.18488,-0.0140404,0.0371686,-0.0369931,8.91112,-1.99979,3.73097,-0.117102,0.0225723,0.0326588,0.446055,-9.9731,-0.558887,-0.099699,0.0451459,-0.025689
0.005,4.95289,-1.86816,8.14131,0.00644869,0.0275083,-0.0108623,0.108623,9.52543,-1.39077,-0.0428672,0.0369431,0.0229766,-1.04361,9.52443,-0.243365,-0.00269501,-0.0134677,0.0625854,4.89953,1.09008,8.72478,-0.00512209,0.014629,0.00173191,-2.40715,-9.35527,-2.18368,-0.0139699,0.0363876,-0.037948,8.89745,-2.00238,3.73714,-0.118378,0.0225494,0.0338499,0.45292,-9.9848,-0.56495,-0.100017,0.0452697,-0.0258701
0.006,4.94505,-1.87066,8.12682,0.00812023,0.025899,-0.0093949,0.100672,9.55636,-1.35836,-0.04059,0.0378324,0.0224833,-1.0643,9.53357,-0.244743,-0.00384091,-0.0122891,0.0634087,4.90784,1.14926,8.72532,-0.00330372,0.0157502,-0.00037981,-2.44241,-9.34464,-2.19322,-0.0139968,0.0355817,-0.0385658,8.87312,-1.99982,3.7408,-0.1196,0.0219167,0.0353159,0.461651,-9.994,-0.563627,-0.0994931,0.045644,-0.0258313
0.007,4.93721,-1.87317,8.11233,0.00979177,0.0242896,-0.00792755,0.0927208,9.58728,-1.32596,-0.0383128,0.0387217,0.02199,-1.08498,9.54271,-0.246121,-0.00498681,-0.0111106,0.0642319,4.91615,1.20843,8.72587,-0.00148535,0.0168715,-0.00249153,-2.47768,-9.33402,-2.20276,-0.0140238,0.0347759,-0.0391837,8.84878,-1.99726,3.74447,-0.120822,0.021284,0.0367819,0.470383,-10.0032,-0.562303,-0.0989693,0.0460183,-0.0257925
0.008,4.92937,-1.87567,8.09784,0.0114633,0.0226802,-0.0064602,0.0847696,9.61821,-1.29356,-0.0360356,0.0396109,0.0214967,-1.10567,9.55186,-0.247499,-0.00613271,-0.00993205,0.0650552,4.92446,1.26761,8.72642,0.000333023,0.0179927,-0.00460324,-2.51294,-9.32339,-2.21231,-0.0140507,0.03397,-0.0398015,8.82444,-1.99469,3.74813,-0.122043,0.0206513,0.038248,0.479115,-10.0124,-0.56098,-0.0984456,0.0463926,-0.0257536
0.009,4.92044,-1.87932,8.08784,0.0129399,0.0214202,-0.00509734,0.0765058,9.64631,-1.26515,-0.0339923,0.040392,0.0213358,-1.12478,9.5605,-0.24759,-0.00698123,-0.00882459,0.0658439,4.93155,1.31407,8.72815,0.00184446,0.018899,-0.00653277,-2.54529,-9.31315,-2.22179,-0.0138448,0.0333203,-0.0403753,8.80322,-1.9916,3.75193,-0.123135,0.0202438,0.0396274,0.486808,-10.018,-0.557746,-0.0980112,0.0467507,-0.0257105
