Time,RF_accel.x,RF_accel.y,RF_accel.z,RF_gyro.x,RF_gyro.y,RF_gyro.z,RS_accel.x,RS_accel.y,RS_accel.z,RS_gyro.x,RS_gyro.y,RS_gyro.z,RT_accel.x,RT_accel.y,RT_accel.z,RT_gyro.x,RT_gyro.y,RT_gyro.z,LF_accel.x,LF_accel.y,LF_accel.z,LF_gyro.x,LF_gyro.y,LF_gyro.z,LT_accel.x,LT_accel.y,LT_accel.z,LT_gyro.x,LT_gyro.y,LT_gyro.z,P_accel.x,P_accel.y,P_accel.z,P_gyro.x,P_gyro.y,P_gyro.z,LS_accel.x,LS_accel.y,LS_accel.z,LS_gyro.x,LS_gyro.y,LS_gyro.z
0.0,4.9338,-1.60867,8.0401,0.0119682,-0.00270337,-0.0332012,-0.879617,9.40301,-1.05486,-0.224346,0.00180771,-0.183566,-3.30154,9.22076,-0.0787517,-0.0748929,-0.209197,0.00218434,4.69063,0.634031,8.80036,0.0880262,0.0629441,-0.0513382,2.39634,-10.2384,0.314999,-0.374912,-0.499592,0.290397,8.3309,-0.344622,3.42341,-0.282653,-0.203482,0.0635284,2.61131,-8.80037,0.184594,-0.220188,-0.423892,-0.377383
0.001,4.95445,-1.61816,8.05739,0.0098077,-0.00218937,-0.0329688,-0.87858,9.40272,-1.06386,-0.223372,-0.00407149,-0.17809,-3.31264,9.20952,-0.0885995,-0.07594,-0.210593,-0.00191956,4.69463,0.6602,8.79611,0.0907209,0.0601401,-0.051984,2.37001,-10.3221,0.341312,-0.36921,-0.483301,0.273134,8.27317,-0.372865,3.38797,-0.271805,-0.2035,0.055279,2.65225,-8.80158,0.170148,-0.223921,-0.401987,-0.363839
0.002,4.9751,-1.62765,8.07469,0.00764721,-0.00167537,-0.0327364,-0.877544,9.40242,-1.07287,-0.222399,-0.00995068,-0.172614,-3.32375,9.19828,-0.0984472,-0.0769871,-0.21199,-0.00602346,4.69864,0.686369,8.79185,0.0934157,0.057336,-0.0526298,2.34368,-10.4057,0.367626,-0.363509,-0.46701,0.25587,8.21544,-0.401107,3.35253,-0.260958,-0.203517,0.0470296,2.69319,-8.80279,0.155702,-0.227653,-0.380081,-0.350295
0.003,4.99575,-1.63715,8.09198,0.00548672,-0.00116137,-0.032504,-0.876507,9.40212,-1.08188,-0.221426,-0.0158299,-0.167138,-3.33486,9.18704,-0.108295,-0.0780342,-0.213386,-0.0101274,4.70265,0.712538,8.7876,0.0961105,0.054532,-0.0532756,2.31735,-10.4894,0.393939,-0.357807,-0.450718,0.238606,8.15771,-0.42935,3.31709,-0.25011,-0.203535,0.0387802,2.73413,-8.804,0.141257,-0.231385,-0.358175,-0.33675
0.004,5.0164,-1.64664,8.10928,0.00332622,-0.000647366,-0.0322716,-0.87547,9.40182,-1.09088,-0.220452,-0.0217091,-0.161661,-3.34597,9.17579,-0.118143,-0.0790814,-0.214782,-0.0142313,4.70665,0.738707,8.78335,0.0988053,0.0517279,-0.0539214,2.29102,-10.573,0.420253,-0.352105,-0.434427,0.221342,8.09998,-0.457592,3.28165,-0.239263,-0.203552,0.0305309,2.77507,-8.80521,0.126811,-0.235117,-0.33627,-0.323206
0.005,5.02559,-1.64545,8.12743,0.00231974,0.000178266,-0.0320079,-0.859011,9.40402,-1.08348,-0.219542,-0.0273144,-0.156322,-3.35629,9.16486,-0.125238,-0.0798738,-0.214641,-0.0169599,4.70503,0.782288,8.77054,0.100392,0.0510238,-0.0560431,2.25816,-10.6452,0.434083,-0.348075,-0.418593,0.205125,8.04408,-0.4719,3.28403,-0.225391,-0.200601,0.0219499,2.80021,-8.82368,0.115358,-0.237723,-0.313485,-0.308846
0.006,5.02561,-1.63571,8.14626,0.00223645,0.0012532,-0.0317192,-0.830213,9.40821,-1.06294,-0.218681,-0.0327006,-0.151092,-3.36597,9.15418,-0.130132,-0.0804624,-0.21327,-0.0185883,4.69891,0.839797,8.7509,0.101093,0.0519995,-0.0593455,2.22009,-10.7083,0.437927,-0.345382,-0.403125,0.189747,7.98965,-0.475059,3.31668,-0.209101,-0.195276,0.0131037,2.8127,-8.85595,0.106299,-0.239428,-0.289996,-0.293834
0.007,5.02563,-1.62597,8.16509,0.00215317,0.00232814,-0.0314304,-0.801416,9.4124,-1.04241,-0.217821,-0.0380868,-0.145863,-3.37564,9.1435,-0.135026,-0.0810511,-0.211899,-0.0202167,4.69278,0.897307,8.73126,0.101794,0.0529753,-0.0626479,2.18202,-10.7713,0.441771,-0.34269,-0.387657,0.174369,7.93522,-0.478219,3.34932,-0.19281,-0.18995,0.00425743,2.82519,-8.88823,0.0972397,-0.241132,-0.266507,-0.278822
0.008,5.02565,-1.61623,8.18392,0.00206989,0.00340308,-0.0311417,-0.772618,9.41659,-1.02188,-0.21696,-0.043473,-0.140633,-3.38532,9.13282,-0.13992,-0.0816398,-0.210529,-0.0218451,4.68666,0.954817,8.71162,0.102495,0.053951,-0.0659503,2.14395,-10.8344,0.445615,-0.339997,-0.37219,0.15899,7.8808,-0.481378,3.38197,-0.17652,-0.184624,-0.00458881,2.83768,-8.9205,0.0881805,-0.242837,-0.243018,-0.26381
0.009,5.02314,-1.60498,8.19945,0.00212863,0.00459471,-0.0310336,-0.744848,9.42325,-1.00086,-0.21603,-0.0486958,-0.13531,-3.39578,9.12528,-0.147164,-0.0820301,-0.209039,-0.0236449,4.68136,1.00365,8.69485,0.103615,0.0549554,-0.0690194,2.11261,-10.8919,0.450279,-0.337725,-0.356734,0.144066,7.83433,-0.490337,3.41003,-0.160428,-0.1795,-0.0136974,2.84754,-8.9544,0.0778529,-0.244651,-0.219475,-0.24882
