Time,RF_accel.x,RF_accel.y,RF_accel.z,RF_gyro.x,RF_gyro.y,RF_gyro.z,RS_accel.x,RS_accel.y,RS_accel.z,RS_gyro.x,RS_gyro.y,RS_gyro.z,RT_accel.x,RT_accel.y,RT_accel.z,RT_gyro.x,RT_gyro.y,RT_gyro.z,LF_accel.x,LF_accel.y,LF_accel.z,LF_gyro.x,LF_gyro.y,LF_gyro.z,LT_accel.x,LT_accel.y,LT_accel.z,LT_gyro.x,LT_gyro.y,LT_gyro.z,P_accel.x,P_accel.y,P_accel.z,P_gyro.x,P_gyro.y,P_gyro.z,LS_accel.x,LS_accel.y,LS_accel.z,LS_gyro.x,LS_gyro.y,LS_gyro.z
0.0,4.82919,-2.35676,8.1029,-0.00959765,0.0124719,0.0186312,0.0576504,9.71273,-1.1285,0.030168,0.044904,0.000674866,-0.660012,9.58638,1.1254,0.0308708,0.0676346,-0.00833063,4.93637,1.587,8.54298,-0.00652947,0.000995265,0.00838053,-1.28418,-9.68605,-1.3177,0.0127252,0.0146574,-0.0218599,9.45876,-0.527344,2.38121,0.0191594,0.0574994,0.0106606,-0.0156587,-9.73004,-2.03421,-0.0247924,0.0473206,-0.015975
0.001,4.84082,-2.3464,8.09132,-0.0112722,0.0128574,0.0174201,0.0743273,9.69916,-1.13067,0.0313045,0.0444599,0.00413018,-0.666262,9.58676,1.11328,0.0314862,0.0676199,-0.00941544,4.93247,1.59987,8.5478,-0.00755344,0.000553227,0.00760406,-1.2875,-9.68327,-1.32154,0.013103,0.0137089,-0.0217888,9.46353,-0.546387,2.37504,0.0182556,0.0574494,0.0113082,-0.0103059,-9.72768,-2.01099,-0.0239164,0.0478611,-0.0160124
0.002,4.85245,-2.33603,8.07975,-0.0129467,0.013243,0.016209,0.0910043,9.68559,-1.13284,0.0324409,0.0440158,0.00758549,-0.672513,9.58714,1.10116,0.0321016,0.0676051,-0.0105002,4.92857,1.61274,8.55262,-0.0085774,0.000111189,0.0068276,-1.29081,-9.68048,-1.32539,0.0134808,0.0127604,-0.0217177,9.46831,-0.565431,2.36888,0.0173519,0.0573995,0.0119559,-0.00495317,-9.72533,-1.98778,-0.0230405,0.0484016,-0.0160497
0.003,4.86408,-2.32566,8.06817,-0.0146212,0.0136285,0.0149979,0.107681,9.67202,-1.13502,0.0335774,0.0435718,0.0110408,-0.678763,9.58751,1.08904,0.032717,0.0675904,-0.0115851,4.92467,1.62561,8.55744,-0.00960137,-0.000330849,0.00605113,-1.29413,-9.67769,-1.32923,0.0138586,0.0118119,-0.0216466,9.47309,-0.584474,2.36271,0.0164481,0.0573495,0.0126035,0.000399602,-9.72298,-1.96457,-0.0221645,0.0489421,-0.0160871
0.004,4.87571,-2.3153,8.05659,-0.0162958,0.0140141,0.0137868,0.124358,9.65845,-1.13719,0.0347139,0.0431277,0.0144961,-0.685013,9.58789,1.07692,0.0333324,0.0675756,-0.0126699,4.92077,1.63848,8.56226,-0.0106253,-0.000772886,0.00527466,-1.29744,-9.67491,-1.33308,0.0142364,0.0108634,-0.0215755,9.47787,-0.603517,2.35654,0.0155443,0.0572996,0.0132511,0.00575237,-9.72063,-1.94136,-0.0212886,0.0494826,-0.0161245
0.005,4.88709,-2.31488,8.04512,-0.0173838,0.0126827,0.0129625,0.124063,9.65024,-1.12659,0.0361379,0.0424347,0.0150611,-0.705235,9.58772,1.06841,0.0323876,0.0689842,-0.0132979,4.90952,1.63568,8.58407,-0.0122248,-0.000722652,0.00664884,-1.29589,-9.67258,-1.33769,0.0136664,0.0093399,-0.0219104,9.47832,-0.601319,2.3518,0.0141136,0.057906,0.0135602,-0.00412689,-9.71442,-1.93924,-0.021505,0.0494311,-0.0161195
0.006,4.89826,-2.32241,8.03373,-0.0180028,0.00997776,0.0124476,0.110191,9.64632,-1.10579,0.037792,0.0415426,0.0133138,-0.736636,9.5871,1.06278,0.0301947,0.0715316,-0.0135606,4.89237,1.62036,8.61947,-0.0142845,-0.000278601,0.00974352,-1.29043,-9.67061,-1.34291,0.0123382,0.00735632,-0.0225701,9.47531,-0.582128,2.34821,0.0122612,0.0590376,0.0135984,-0.0261918,-9.70512,-1.954,-0.0225954,0.0489061,-0.0160806
0.007,4.90944,-2.32994,8.02234,-0.0186217,0.00727282,0.0119328,0.0963181,9.64239,-1.08498,0.0394461,0.0406505,0.0115666,-0.768036,9.58649,1.05716,0.0280017,0.0740789,-0.0138232,4.87523,1.60503,8.65487,-0.0163443,0.000165451,0.0128382,-1.28498,-9.66864,-1.34812,0.0110099,0.00537274,-0.0232299,9.47229,-0.562937,2.34461,0.0104089,0.0601692,0.0136366,-0.0482567,-9.69582,-1.96876,-0.0236858,0.048381,-0.0160417
0.008,4.92062,-2.33747,8.01095,-0.0192406,0.00456787,0.011418,0.0824455,9.63846,-1.06417,0.0411002,0.0397584,0.00981932,-0.799437,9.58588,1.05153,0.0258088,0.0766263,-0.0140859,4.85809,1.5897,8.69027,-0.0184041,0.000609503,0.0159329,-1.27953,-9.66667,-1.35334,0.00968168,0.00338916,-0.0238896,9.46928,-0.543746,2.34101,0.00855654,0.0613008,0.0136748,-0.0703216,-9.68652,-1.98352,-0.0247761,0.0478559,-0.0160028
0.009,4.93218,-2.3441,8.00215,-0.0198905,0.00211827,0.0109792,0.068973,9.63598,-1.04836,0.0425291,0.0390644,0.00833398,-0.826481,9.58398,1.04661,0.0241001,0.0787769,-0.0142231,4.84176,1.57464,8.72061,-0.0202166,0.000988328,0.0184884,-1.27417,-9.66372,-1.35976,0.00842162,0.0017801,-0.0243616,9.46607,-0.526942,2.33602,0.00686866,0.0622362,0.0136694,-0.0859768,-9.68009,-1.99451,-0.0258718,0.0473561,-0.0158592
