Time,RF_accel.x,RF_accel.y,RF_accel.z,RF_gyro.x,RF_gyro.y,RF_gyro.z,RS_accel.x,RS_accel.y,RS_accel.z,RS_gyro.x,RS_gyro.y,RS_gyro.z,RT_accel.x,RT_accel.y,RT_accel.z,RT_gyro.x,RT_gyro.y,RT_gyro.z,LF_accel.x,LF_accel.y,LF_accel.z,LF_gyro.x,LF_gyro.y,LF_gyro.z,LT_accel.x,LT_accel.y,LT_accel.z,LT_gyro.x,LT_gyro.y,LT_gyro.z,P_accel.x,P_accel.y,P_accel.z,P_gyro.x,P_gyro.y,P_gyro.z,LS_accel.x,LS_accel.y,LS_accel.z,LS_gyro.x,LS_gyro.y,LS_gyro.z
0.0,4.91711,-2.31445,8.06312,-0.000378392,0.00407385,-0.00689046,0.0332106,9.7389,-1.04306,0.00697899,0.00852,-0.0479935,-0.59855,9.54396,0.997824,0.0255229,0.185161,-0.0107985,4.84969,1.54025,8.65974,-0.0192542,-0.00628267,0.0163581,-1.42512,-9.79532,-1.1851,-0.003195,0.00621016,0.0127049,9.51489,-0.771699,2.21053,0.0880874,0.0427652,-0.0553571,-0.0674589,-9.82394,-1.65875,-0.0132891,0.00349639,0.0141932
0.001,4.94519,-2.30677,8.03196,-0.00244599,0.0045413,-0.00733569,0.042042,9.72169,-1.0546,0.00643858,0.00817879,-0.0475989,-0.605906,9.53015,1.02473,0.0243627,0.184026,-0.0107651,4.84596,1.5338,8.66515,-0.0197934,-0.00566829,0.0162719,-1.42764,-9.77456,-1.17772,-0.00304235,0.00497618,0.0122852,9.49617,-0.744271,2.22483,0.087917,0.0425599,-0.0532772,-0.0627907,-9.8206,-1.68713,-0.0135336,0.00342997,0.0132172
0.002,4.97326,-2.2991,8.0008,-0.0045136,0.00500875,-0.00778091,0.0508733,9.70448,-1.06614,0.00589817,0.00783759,-0.0472042,-0.613261,9.51634,1.05164,0.0232025,0.182891,-0.0107317,4.84223,1.52735,8.67055,-0.0203327,-0.00505391,0.0161857,-1.43016,-9.7538,-1.17034,-0.00288971,0.00374219,0.0118654,9.47744,-0.716842,2.23913,0.0877466,0.0423546,-0.0511972,-0.0581225,-9.81726,-1.71552,-0.0137782,0.00336356,0.0122411
0.003,5.00133,-2.29143,7.96963,-0.0065812,0.00547621,-0.00822614,0.0597047,9.68726,-1.07769,0.00535776,0.00749638,-0.0468096,-0.620617,9.50252,1.07855,0.0220423,0.181756,-0.0106983,4.83849,1.5209,8.67595,-0.0208719,-0.00443953,0.0160995,-1.43267,-9.73303,-1.16296,-0.00273706,0.00250821,0.0114457,9.45872,-0.689413,2.25343,0.0875762,0.0421493,-0.0491172,-0.0534543,-9.81393,-1.74391,-0.0140227,0.00329714,0.011265
0.004,5.0294,-2.28376,7.93847,-0.0086488,0.00594366,-0.00867137,0.068536,9.67005,-1.08923,0.00481736,0.00715518,-0.0464149,-0.627972,9.48871,1.10545,0.0208821,0.180621,-0.0106649,4.83476,1.51445,8.68135,-0.0214111,-0.00382515,0.0160133,-1.43519,-9.71227,-1.15558,-0.00258441,0.00127422,0.011026,9.44,-0.661984,2.26773,0.0874057,0.0419441,-0.0470372,-0.0487861,-9.81059,-1.7723,-0.0142673,0.00323072,0.0102889
0.005,5.04058,-2.28823,7.93197,-0.00878857,0.00639075,-0.00906347,0.0757669,9.65627,-1.10194,0.00384656,0.00672252,-0.0476552,-0.641962,9.493,1.10482,0.0213996,0.178395,-0.0119619,4.84402,1.53131,8.67698,-0.0214028,-0.00395718,0.0161999,-1.43792,-9.70928,-1.16111,-0.00268358,-1.83e-05,0.00992496,9.43067,-0.648476,2.27054,0.0868058,0.0408791,-0.0446586,-0.0500078,-9.81592,-1.78718,-0.0145957,0.00378955,0.0103888
0.006,5.03825,-2.3024,7.94521,-0.00738607,0.00682156,-0.00941308,0.0817173,9.64524,-1.11558,0.00253145,0.00621671,-0.0502033,-0.66126,9.51177,1.08215,0.0232591,0.175295,-0.0143233,4.86368,1.56681,8.66478,-0.0209564,-0.00468632,0.0166046,-1.44083,-9.7205,-1.17697,-0.00298419,-0.00135763,0.00827895,9.42887,-0.646103,2.26415,0.0858622,0.0391265,-0.042041,-0.0559414,-9.82819,-1.79125,-0.0149913,0.00484855,0.0113494
0.007,5.03592,-2.31657,7.95845,-0.00598357,0.00725237,-0.00976269,0.0876677,9.63421,-1.12923,0.00121633,0.0057109,-0.0527515,-0.680557,9.53053,1.05949,0.0251187,0.172196,-0.0166848,4.88334,1.60231,8.65259,-0.0205099,-0.00541547,0.0170094,-1.44374,-9.73172,-1.19283,-0.00328481,-0.00269696,0.00663295,9.42706,-0.64373,2.25776,0.0849186,0.0373739,-0.0394235,-0.0618749,-9.84046,-1.79532,-0.0153869,0.00590756,0.01231
0.008,5.03358,-2.33074,7.97168,-0.00458107,0.00768318,-0.0101123,0.0936182,9.62318,-1.14287,-9.88e-05,0.00520509,-0.0552996,-0.699855,9.5493,1.03682,0.0269782,0.169096,-0.0190462,4.90299,1.63781,8.64039,-0.0200635,-0.00614462,0.0174141,-1.44665,-9.74294,-1.20869,-0.00358542,-0.0040363,0.00498694,9.42526,-0.641357,2.25137,0.083975,0.0356213,-0.0368059,-0.0678085,-9.85273,-1.7994,-0.0157825,0.00696657,0.0132706
0.009,5.03319,-2.34511,7.98337,-0.00336264,0.00788628,-0.0102588,0.0981944,9.61335,-1.15243,-0.00111933,0.00492178,-0.0575761,-0.715251,9.56791,1.01556,0.0286608,0.166283,-0.020937,4.92057,1.66797,8.62949,-0.0197455,-0.00674087,0.017919,-1.44883,-9.75433,-1.22226,-0.00389758,-0.00549552,0.00363124,9.42366,-0.636633,2.24547,0.0828845,0.0341078,-0.0342342,-0.0722521,-9.86244,-1.80093,-0.016399,0.00781929,0.014188
